Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Interview prediction
1839,Columbia University,2.9,Phd,Los Angeles,N/A,N/A,0,0,3,ML Engineer,1/23,6/23,Data scientist,7/10,8/10,Data scientist,9/11,11/11,1.45,0
1840,Bentley University,2.4,Masters,Boston,N/A,N/A,1,1,1,Data scientist,3/19,3/20,Senior SWE,2/10,2/16,N/A,N/A,N/A,6.59,0
1841,Brown University,2.3,Bachelors,Detroit,M,N/A,1,N/A,4,Junior SWE,3/14,3/16,N/A,N/A,N/A,N/A,N/A,N/A,8.43,0
1842,SUNY New Paltz,3.7,Masters,Chicago,M,N/A,1,N/A,1,Junior SWE,1/10,1/20,Junior SWE,10/11,12/11,Junior SWE,2/16,2/19,2.34,1
1843,Bentley University,2.5,Bachelors,Providence,M,1,1,1,1,Senior SWE,9/19,9/21,ML Engineer,5/13,5/18,N/A,N/A,N/A,5.28,0
1844,SUNY Binghamton University,2.3,Masters,Washington D.C.,M,N/A,1,0,0,Junior SWE,6/14,12/14,Lawyer,10/19,10/20,Junior SWE,1/15,1/17,8.16,0
1845,Bentley University,3.1,Bachelors,Miami,N/A,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.95,0
1846,Colgate University,4.0,Bachelors,New York City,M,0,1,1,4,Lawyer,4/17,4/19,Junior SWE,10/11,10/19,ML Engineer,11/23,12/23,2.04,1
1847,Colgate University,1.5,Bachelors,Providence,F,N/A,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.78,0
1848,Brown University,1.3,Phd,Los Angeles,N/A,0,1,0,3,Chef,4/20,4/21,Lawyer,3/10,3/19,ML Engineer,9/13,9/19,2.83,0
1849,Brown University,2.7,Masters,Chicago,M,1,1,0,4,Senior SWE,3/16,N/A,Lawyer,8/10,8/15,Chef,6/11,6/22,4.06,0
1850,SUNY New Paltz,2.1,Phd,Miami,M,1,1,N/A,0,Junior SWE,1/15,N/A,Junior SWE,10/12,10/14,Bus Driver,8/10,8/12,5.39,0
1851,Bentley University,1.9,Phd,Providence,F,1,0,N/A,1,Senior SWE,1/10,1/17,Chef,1/16,1/21,Bus Driver,5/16,5/19,9.71,1
1852,SUNY New Paltz,2.8,Bachelors,Chicago,M,1,0,N/A,3,Senior SWE,2/15,N/A,Data scientist,1/15,1/21,Bus Driver,12/23,1/24,3.63,1
1853,Providence College,1.4,Bachelors,Detroit,F,1,1,N/A,2,Lawyer,11/12,11/14,Bus Driver,8/22,9/22,Lawyer,12/18,12/22,9.79,0
1854,Colgate University,3.3,Masters,Washington D.C.,F,0,1,0,1,Chef,1/21,1/22,Senior SWE,5/13,5/22,Lawyer,9/23,10/23,4.23,0
1855,Colgate University,2.0,Phd,Providence,M,0,1,0,2,Lawyer,1/17,1/19,ML Engineer,7/22,10/22,Bus Driver,9/14,9/19,7.17,0
1856,Providence College,3.4,Phd,Los Angeles,M,1,0,1,1,ML Engineer,8/12,10/12,N/A,N/A,N/A,N/A,N/A,N/A,8.64,1
1857,SUNY Binghamton University,2.5,Phd,Detroit,F,1,1,0,2,Junior SWE,2/22,4/22,Junior SWE,11/19,12/19,Lawyer,7/16,10/16,4.53,0
1858,Colgate University,2.5,Phd,Boston,F,0,0,1,3,Data scientist,6/12,6/16,ML Engineer,8/14,8/21,ML Engineer,1/11,1/22,1.47,0
1859,Rhode Island School of Design,1.7,Bachelors,Los Angeles,M,1,1,1,1,Lawyer,9/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,4.05,0
1860,SUNY New Paltz,2.0,Phd,New York City,F,1,1,1,0,Lawyer,1/10,1/19,Bus Driver,10/13,10/19,Lawyer,11/12,11/20,7.33,1
1861,Brown University,2.3,Phd,Chicago,M,1,0,1,2,Junior SWE,5/23,6/23,N/A,N/A,N/A,N/A,N/A,N/A,6.69,1
1862,Bentley University,1.7,Bachelors,Miami,F,1,1,1,0,ML Engineer,10/14,10/21,Lawyer,12/23,1/24,Junior SWE,12/14,12/18,6.9,0
1863,Brown University,3.7,Bachelors,Washington D.C.,F,1,1,0,2,Lawyer,10/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A,2.3,0
1864,SUNY Binghamton University,3.6,Bachelors,Providence,M,0,1,0,2,Bus Driver,10/16,10/20,Bus Driver,6/21,9/21,Junior SWE,3/12,3/17,4.02,0
1865,SUNY Binghamton University,2.1,Phd,New York City,F,N/A,1,1,3,Senior SWE,5/15,5/16,Chef,10/17,10/18,Bus Driver,12/18,1/19,9.75,0
1866,Providence College,3.5,Phd,Washington D.C.,M,N/A,1,N/A,0,Senior SWE,10/11,N/A,ML Engineer,11/10,11/18,N/A,N/A,N/A,3.48,1
1867,Providence College,2.3,Masters,New York City,M,1,0,N/A,0,ML Engineer,1/22,11/22,Data scientist,2/22,5/22,Senior SWE,2/20,2/22,6.67,0
1868,Bentley University,3.2,Masters,Boston,M,0,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.93,1
1869,SUNY Binghamton University,2.4,Phd,New York City,N/A,0,1,1,3,Data scientist,12/18,12/20,Lawyer,12/15,12/17,Data scientist,1/15,1/20,7.89,0
1870,Columbia University,1.8,Bachelors,Miami,M,0,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.77,1
1871,Bentley University,3.1,Bachelors,Chicago,M,1,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.83,1
1872,Brown University,2.7,Masters,Miami,F,1,1,1,2,Data scientist,4/20,11/20,Chef,12/23,1/24,Bus Driver,6/15,6/16,8.43,0
1873,Rhode Island School of Design,1.9,Bachelors,Chicago,M,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.74,0
1874,Rhode Island School of Design,1.5,Bachelors,Boston,N/A,N/A,1,N/A,0,Junior SWE,4/15,N/A,Chef,10/10,10/12,N/A,N/A,N/A,9.93,0
1875,Columbia University,1.6,Phd,Boston,N/A,0,1,1,4,Lawyer,2/17,2/19,ML Engineer,7/20,7/22,Lawyer,12/23,1/24,7.34,0
1876,Brown University,3.4,Masters,Boston,N/A,N/A,0,0,1,Chef,6/12,6/22,Junior SWE,4/22,9/22,ML Engineer,9/19,9/20,9.55,0
1877,Columbia University,3.1,Masters,Boston,N/A,1,1,1,2,Chef,7/23,9/23,Bus Driver,3/20,5/20,Chef,9/17,9/20,3.08,0
1878,Bentley University,1.9,Bachelors,Chicago,F,0,0,0,3,Data scientist,1/17,N/A,Bus Driver,10/17,12/17,N/A,N/A,N/A,8.0,0
1879,Colgate University,3.5,Bachelors,Boston,M,N/A,0,1,0,Chef,5/20,5/22,Data scientist,9/12,9/20,Senior SWE,10/14,10/18,6.99,1
1880,Bentley University,2.2,Bachelors,Los Angeles,N/A,0,0,0,0,Senior SWE,4/13,4/15,ML Engineer,12/14,12/19,Chef,5/22,11/22,7.15,0
1881,SUNY Binghamton University,3.1,Phd,Los Angeles,F,1,0,0,4,Senior SWE,5/10,5/16,Data scientist,8/11,10/11,Chef,3/21,3/22,6.42,0
1882,SUNY Binghamton University,2.2,Masters,Chicago,N/A,0,1,0,0,Senior SWE,4/11,4/15,Data scientist,2/11,2/21,Lawyer,11/20,12/20,5.3,0
1883,Rhode Island School of Design,3.0,Bachelors,Providence,M,0,1,1,1,Chef,10/19,10/22,ML Engineer,10/23,12/23,Lawyer,1/21,1/22,6.47,0
1884,Bentley University,2.8,Bachelors,Detroit,M,0,0,N/A,0,Bus Driver,8/17,8/20,Senior SWE,1/22,11/22,ML Engineer,11/21,12/21,1.67,0
1885,SUNY New Paltz,3.9,Phd,New York City,M,1,1,N/A,3,ML Engineer,4/14,4/18,Chef,5/18,5/22,Junior SWE,12/11,12/16,3.22,0
1886,SUNY New Paltz,3.3,Bachelors,Los Angeles,N/A,1,1,N/A,3,Chef,9/11,9/20,ML Engineer,11/13,11/14,N/A,N/A,N/A,6.51,0
1887,SUNY New Paltz,2.3,Masters,New York City,F,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.71,0
1888,SUNY New Paltz,3.5,Phd,Boston,M,0,1,1,0,ML Engineer,7/10,7/21,Bus Driver,2/14,2/20,Chef,1/19,1/20,5.43,1
1889,Bentley University,2.4,Phd,Miami,M,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.89,1
1890,SUNY Binghamton University,3.6,Phd,Boston,F,1,1,0,1,Junior SWE,1/18,1/21,ML Engineer,12/21,12/22,N/A,N/A,N/A,5.58,0
1891,SUNY New Paltz,2.2,Bachelors,Providence,M,N/A,1,N/A,4,Senior SWE,4/10,4/14,ML Engineer,8/13,8/14,Junior SWE,11/10,11/12,0.04,0
1892,Columbia University,3.3,Bachelors,Chicago,F,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.24,0
1893,Columbia University,1.4,Masters,Washington D.C.,F,1,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.18,0
1894,SUNY Binghamton University,1.6,Masters,Chicago,F,1,1,1,1,Lawyer,2/12,2/13,Lawyer,11/12,11/18,N/A,N/A,N/A,3.85,1
1895,SUNY Binghamton University,3.9,Masters,Los Angeles,M,N/A,1,N/A,2,ML Engineer,2/15,2/17,Senior SWE,8/22,12/22,Bus Driver,12/10,12/20,4.07,0
1896,SUNY Binghamton University,2.8,Bachelors,Washington D.C.,F,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.96,0
1897,Bentley University,2.8,Bachelors,Detroit,F,1,0,0,1,Chef,5/21,6/21,Bus Driver,7/23,9/23,Senior SWE,4/13,4/18,5.07,0
1898,Brown University,3.9,Bachelors,New York City,N/A,0,1,N/A,4,Junior SWE,12/11,12/17,Senior SWE,5/18,5/22,Data scientist,10/22,11/22,0.72,0
1899,Rhode Island School of Design,3.1,Masters,New York City,N/A,1,0,0,1,ML Engineer,9/22,10/22,Chef,9/21,9/22,Junior SWE,12/21,12/22,5.86,0
1900,SUNY Binghamton University,3.9,Masters,Washington D.C.,N/A,N/A,0,1,2,Data scientist,6/22,8/22,N/A,N/A,N/A,N/A,N/A,N/A,2.29,0
1901,Brown University,2.5,Bachelors,Providence,N/A,1,1,1,4,Data scientist,1/11,1/12,Junior SWE,1/23,8/23,Bus Driver,4/13,6/13,2.02,0
1902,Rhode Island School of Design,2.7,Phd,Detroit,F,1,1,0,2,Bus Driver,10/15,10/21,Bus Driver,11/17,12/17,N/A,N/A,N/A,2.96,0
1903,Brown University,3.3,Masters,Miami,M,1,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.73,1
1904,SUNY New Paltz,3.7,Bachelors,Los Angeles,M,1,1,0,3,ML Engineer,2/19,2/21,Senior SWE,12/13,12/15,Junior SWE,11/23,12/23,7.43,0
1905,SUNY New Paltz,2.0,Phd,Washington D.C.,N/A,0,0,N/A,0,Senior SWE,4/16,4/18,Junior SWE,12/11,12/22,ML Engineer,3/22,4/22,9.56,0
1906,Columbia University,1.5,Masters,New York City,N/A,1,0,N/A,3,Lawyer,2/11,N/A,Chef,4/12,4/19,Junior SWE,4/16,4/22,1.74,0
1907,Columbia University,2.3,Masters,Chicago,N/A,1,0,1,3,Chef,5/11,5/22,N/A,N/A,N/A,N/A,N/A,N/A,2.62,0
1908,SUNY Binghamton University,1.6,Bachelors,Washington D.C.,N/A,0,0,N/A,0,Lawyer,5/10,5/15,Chef,2/16,2/21,Junior SWE,11/17,11/20,4.43,0
1909,Colgate University,1.8,Masters,Providence,F,1,0,1,1,Data scientist,2/16,2/21,Chef,7/12,7/17,N/A,N/A,N/A,8.6,1
1910,Colgate University,2.7,Phd,Detroit,N/A,1,1,N/A,3,Lawyer,10/12,10/16,Data scientist,2/11,2/22,Senior SWE,12/15,12/22,5.4,0
1911,Rhode Island School of Design,3.5,Masters,Miami,F,1,0,1,1,Senior SWE,6/20,6/21,Lawyer,5/13,5/19,Data scientist,9/17,9/19,0.85,0
1912,Bentley University,2.8,Masters,Detroit,F,1,0,0,4,Data scientist,11/23,12/23,Bus Driver,2/18,2/20,N/A,N/A,N/A,6.35,0
1913,Bentley University,1.7,Bachelors,Detroit,M,N/A,0,1,2,Data scientist,2/23,8/23,Chef,8/14,11/14,Junior SWE,11/18,12/18,9.81,0
1914,Rhode Island School of Design,3.4,Bachelors,Detroit,F,N/A,1,N/A,1,ML Engineer,6/22,N/A,Chef,12/14,12/18,Junior SWE,6/18,6/21,3.04,0
1915,SUNY New Paltz,1.9,Masters,Washington D.C.,M,1,0,N/A,2,ML Engineer,1/13,1/21,Data scientist,6/10,6/19,Bus Driver,7/10,7/16,9.11,0
1916,Columbia University,3.4,Masters,New York City,F,0,1,1,1,Data scientist,12/13,12/15,Data scientist,5/15,5/21,Data scientist,10/12,10/22,9.55,0
1917,SUNY Binghamton University,3.9,Phd,Providence,N/A,0,0,N/A,1,Senior SWE,3/15,3/19,Bus Driver,5/23,11/23,Junior SWE,4/22,12/22,8.04,0
1918,Bentley University,1.3,Bachelors,Los Angeles,N/A,N/A,1,1,4,Bus Driver,2/17,2/21,Junior SWE,1/14,1/20,Senior SWE,11/16,11/22,7.56,0
1919,Bentley University,3.1,Bachelors,Washington D.C.,N/A,N/A,1,N/A,0,Data scientist,12/16,12/17,Senior SWE,6/23,9/23,Junior SWE,8/20,8/21,0.88,0
1920,Rhode Island School of Design,1.3,Phd,Washington D.C.,F,N/A,1,1,4,Data scientist,5/15,5/19,Data scientist,3/11,3/13,Chef,7/11,7/19,4.95,0
1921,SUNY New Paltz,3.8,Bachelors,Boston,N/A,1,1,1,0,ML Engineer,3/20,3/22,Bus Driver,12/11,12/14,Lawyer,9/21,9/22,0.21,0
1922,Providence College,1.5,Bachelors,New York City,N/A,0,0,N/A,3,Bus Driver,2/11,2/21,Bus Driver,7/20,7/22,Lawyer,4/13,4/21,0.43,0
1923,SUNY Binghamton University,1.3,Masters,Boston,M,N/A,0,0,3,Junior SWE,5/17,6/17,Junior SWE,12/10,12/16,Junior SWE,4/17,4/21,5.15,0
1924,Providence College,2.2,Masters,Detroit,F,N/A,1,0,3,Senior SWE,1/10,9/10,Data scientist,5/13,5/14,Lawyer,7/11,7/19,7.63,1
1925,Bentley University,3.7,Masters,Los Angeles,M,1,1,0,2,Chef,7/17,12/17,Data scientist,8/14,8/17,Chef,7/17,7/20,7.59,1
1926,SUNY New Paltz,2.1,Bachelors,New York City,N/A,0,0,N/A,0,Junior SWE,1/21,10/21,Chef,9/22,12/22,Chef,1/14,1/17,7.56,0
1927,Columbia University,3.9,Masters,Chicago,N/A,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.46,0
1928,Columbia University,1.6,Phd,Detroit,F,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.8,1
1929,SUNY New Paltz,2.1,Masters,Detroit,N/A,N/A,1,1,4,Bus Driver,11/23,12/23,Chef,12/13,12/17,Bus Driver,3/13,3/19,3.47,0
1930,Columbia University,3.2,Bachelors,Providence,M,N/A,0,0,4,Lawyer,3/12,3/17,Chef,10/14,10/15,Lawyer,2/17,2/18,9.86,1
1931,Columbia University,2.5,Bachelors,Boston,M,N/A,0,N/A,0,Lawyer,7/12,7/20,Senior SWE,10/23,11/23,Chef,8/16,8/18,2.84,0
1932,Rhode Island School of Design,1.9,Bachelors,Boston,M,1,1,N/A,1,Data scientist,5/14,5/20,Bus Driver,4/16,4/20,ML Engineer,4/13,4/22,8.45,1
1933,SUNY Binghamton University,1.7,Masters,Miami,M,1,1,N/A,0,Data scientist,12/21,1/22,Bus Driver,12/14,12/15,Data scientist,3/13,3/15,4.02,0
1934,Colgate University,4.0,Masters,Detroit,N/A,0,0,N/A,3,Data scientist,4/23,11/23,Junior SWE,11/13,11/15,Junior SWE,3/17,3/21,4.49,0
1935,Rhode Island School of Design,2.0,Phd,Chicago,F,N/A,1,1,4,Bus Driver,3/20,N/A,ML Engineer,6/19,6/20,Senior SWE,10/22,11/22,2.53,0
1936,Brown University,3.2,Masters,Chicago,M,0,0,1,4,ML Engineer,8/14,8/20,Senior SWE,11/19,11/21,Junior SWE,7/11,7/12,5.29,0
1937,Bentley University,3.6,Phd,Los Angeles,N/A,N/A,0,1,4,Senior SWE,10/19,11/19,Bus Driver,6/20,10/20,ML Engineer,7/11,7/13,8.42,0
1938,Columbia University,3.0,Masters,Providence,F,N/A,0,N/A,4,Lawyer,12/13,12/16,Lawyer,8/14,8/15,N/A,N/A,N/A,5.3,1
1939,SUNY Binghamton University,4.0,Bachelors,Los Angeles,N/A,N/A,1,N/A,1,Lawyer,6/14,6/17,Chef,6/19,6/20,N/A,N/A,N/A,4.61,0
1940,Colgate University,1.8,Masters,Washington D.C.,N/A,1,1,N/A,3,Bus Driver,10/16,10/19,ML Engineer,6/21,11/21,ML Engineer,2/18,2/20,1.02,0
1941,Colgate University,1.6,Bachelors,Chicago,N/A,N/A,0,0,1,Senior SWE,5/21,N/A,Lawyer,4/21,4/22,Junior SWE,5/16,5/22,1.52,0
1942,SUNY Binghamton University,3.7,Bachelors,Washington D.C.,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.35,0
1943,Columbia University,1.9,Phd,Detroit,F,0,0,N/A,1,Chef,10/16,10/18,Chef,6/11,6/16,N/A,N/A,N/A,5.99,0
1944,Brown University,1.5,Bachelors,Washington D.C.,M,N/A,1,1,3,Data scientist,6/19,6/20,Senior SWE,1/22,9/22,Chef,9/12,9/13,6.69,0
1945,Providence College,3.7,Masters,Chicago,M,0,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.02,1
1946,SUNY Binghamton University,3.9,Bachelors,Detroit,M,0,1,N/A,3,Lawyer,2/19,2/22,Lawyer,5/21,5/22,Junior SWE,3/11,3/14,4.2,0
1947,SUNY Binghamton University,3.9,Phd,Los Angeles,M,0,1,0,4,Chef,1/17,4/17,N/A,N/A,N/A,N/A,N/A,N/A,1.74,1
1948,Columbia University,3.6,Masters,Detroit,F,0,0,N/A,1,Junior SWE,8/19,N/A,Lawyer,7/12,7/15,Data scientist,2/23,5/23,7.59,0
1949,Bentley University,2.9,Phd,Chicago,M,1,0,0,0,ML Engineer,9/15,11/15,Bus Driver,7/13,7/22,Junior SWE,12/12,12/14,7.07,0
1950,Rhode Island School of Design,3.4,Bachelors,Los Angeles,M,0,0,1,3,Junior SWE,1/13,1/22,Chef,6/21,6/22,ML Engineer,2/21,2/22,6.19,0
1951,SUNY New Paltz,2.5,Masters,Washington D.C.,F,1,1,1,0,Chef,2/23,N/A,ML Engineer,8/13,8/19,Lawyer,10/15,10/21,9.82,0
1952,Columbia University,3.0,Phd,Miami,M,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.16,1
1953,SUNY New Paltz,2.3,Bachelors,Miami,N/A,N/A,0,1,2,Junior SWE,2/19,2/21,Junior SWE,2/12,11/12,N/A,N/A,N/A,1.84,0
1954,Columbia University,3.8,Bachelors,Boston,N/A,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.97,0
1955,Bentley University,2.6,Bachelors,Providence,N/A,1,1,N/A,2,Lawyer,10/21,10/22,Junior SWE,10/23,11/23,Senior SWE,11/13,11/19,2.01,0
1956,Colgate University,3.4,Phd,New York City,M,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.65,1
1957,Providence College,2.0,Phd,New York City,M,0,1,1,2,Bus Driver,3/11,N/A,Data scientist,8/20,8/21,Senior SWE,3/14,3/16,4.98,0
1958,Rhode Island School of Design,2.9,Bachelors,Miami,N/A,1,0,N/A,1,Lawyer,5/22,10/22,Senior SWE,9/19,11/19,Bus Driver,8/17,8/21,1.02,0
1959,Providence College,2.9,Bachelors,Chicago,M,N/A,0,1,3,Senior SWE,11/21,11/22,Junior SWE,10/20,10/22,Senior SWE,7/17,7/21,7.31,0
1960,SUNY New Paltz,2.4,Phd,Washington D.C.,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.12,1
1961,Brown University,1.7,Phd,Chicago,M,1,1,N/A,1,Junior SWE,2/19,2/21,Chef,9/16,12/16,Lawyer,6/22,8/22,9.95,0
1962,SUNY New Paltz,1.6,Masters,Miami,N/A,1,0,1,2,ML Engineer,11/15,11/18,N/A,N/A,N/A,N/A,N/A,N/A,4.39,0
1963,Bentley University,3.3,Masters,Providence,M,0,1,1,4,Junior SWE,12/21,12/22,Senior SWE,10/13,10/22,Junior SWE,4/19,4/20,3.88,0
1964,Providence College,3.3,Phd,Miami,M,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.46,1
1965,Bentley University,3.7,Phd,Los Angeles,N/A,N/A,1,1,3,Senior SWE,11/15,N/A,Lawyer,7/23,8/23,Data scientist,7/22,9/22,3.61,0
1966,Providence College,1.3,Masters,Washington D.C.,M,N/A,1,1,3,Chef,1/13,1/20,Junior SWE,2/15,2/21,ML Engineer,7/14,7/22,6.94,0
1967,Providence College,3.3,Bachelors,Miami,F,N/A,1,1,3,Data scientist,8/18,12/18,Chef,12/20,12/22,Senior SWE,10/15,10/22,3.92,0
1968,Providence College,3.1,Bachelors,Chicago,F,N/A,1,1,2,Data scientist,4/23,7/23,Data scientist,2/22,11/22,Chef,6/20,7/20,4.45,0
1969,Bentley University,2.3,Phd,New York City,F,N/A,1,0,2,ML Engineer,7/22,9/22,Junior SWE,7/22,12/22,ML Engineer,11/17,11/22,0.37,1
1970,SUNY Binghamton University,3.8,Masters,Chicago,F,1,1,N/A,1,Data scientist,5/17,5/18,Junior SWE,7/17,10/17,ML Engineer,6/13,9/13,6.01,0
1971,SUNY Binghamton University,2.0,Phd,Washington D.C.,M,0,1,0,4,Lawyer,9/23,12/23,Senior SWE,7/11,7/19,Lawyer,5/21,5/22,8.06,0
1972,Providence College,3.6,Bachelors,Los Angeles,F,N/A,1,1,2,Senior SWE,7/13,7/17,Lawyer,5/14,5/21,Data scientist,11/15,11/16,1.34,0
1973,Rhode Island School of Design,3.3,Bachelors,Boston,N/A,1,1,1,1,Data scientist,3/18,3/19,Senior SWE,10/12,10/20,ML Engineer,8/12,8/13,4.62,0
1974,Colgate University,2.3,Masters,Miami,F,1,1,1,4,ML Engineer,12/13,12/22,Senior SWE,6/15,12/15,N/A,N/A,N/A,4.07,0
1975,Providence College,2.3,Bachelors,Providence,F,0,1,1,3,Data scientist,8/10,8/12,N/A,N/A,N/A,N/A,N/A,N/A,4.12,0
1976,Columbia University,3.9,Masters,Los Angeles,F,0,0,N/A,2,Senior SWE,12/21,12/22,Bus Driver,5/11,5/14,Bus Driver,6/11,6/17,4.88,0
1977,SUNY Binghamton University,3.3,Phd,Detroit,N/A,1,0,0,1,Bus Driver,7/21,10/21,Lawyer,1/21,5/21,Chef,1/19,11/19,2.78,0
1978,Rhode Island School of Design,3.6,Masters,Washington D.C.,F,N/A,0,0,0,Senior SWE,8/13,8/15,Data scientist,2/15,2/21,Bus Driver,3/15,12/15,8.47,0
1979,Rhode Island School of Design,2.8,Masters,Providence,F,N/A,1,1,2,Senior SWE,7/18,7/19,Data scientist,12/17,12/18,Lawyer,2/11,2/15,4.92,0
1980,Colgate University,4.0,Phd,Los Angeles,F,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.05,0
1981,Bentley University,3.1,Bachelors,Detroit,F,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.36,0
1982,Rhode Island School of Design,1.8,Bachelors,Chicago,N/A,0,0,0,1,Junior SWE,6/14,6/16,Junior SWE,10/18,10/19,N/A,N/A,N/A,3.21,0
1983,Bentley University,2.6,Bachelors,Washington D.C.,M,1,0,0,0,ML Engineer,4/11,4/17,Data scientist,7/15,7/21,Data scientist,7/22,11/22,1.64,1
1984,Rhode Island School of Design,4.0,Phd,Detroit,F,N/A,1,N/A,0,Lawyer,8/16,8/17,Data scientist,6/18,6/22,Senior SWE,8/21,9/21,4.59,0
1985,Bentley University,1.5,Masters,Boston,F,1,0,1,4,Chef,8/22,12/22,N/A,N/A,N/A,N/A,N/A,N/A,2.58,0
1986,Colgate University,1.9,Masters,Providence,N/A,0,1,1,3,Bus Driver,4/18,4/19,ML Engineer,11/18,11/19,Chef,4/17,4/21,4.47,0
1987,Rhode Island School of Design,2.9,Masters,Washington D.C.,F,1,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.19,0
1988,Colgate University,1.9,Bachelors,Chicago,F,0,1,0,2,Senior SWE,1/18,N/A,Bus Driver,2/22,7/22,N/A,N/A,N/A,5.01,1
1989,Brown University,2.9,Bachelors,New York City,N/A,0,0,0,2,Chef,6/15,6/17,Senior SWE,2/17,2/21,ML Engineer,5/23,7/23,9.34,0
1990,Providence College,1.8,Phd,New York City,M,1,1,0,4,Bus Driver,8/17,8/19,Bus Driver,6/14,6/17,Lawyer,5/21,8/21,2.47,0
1991,Rhode Island School of Design,3.0,Phd,Providence,N/A,N/A,1,0,3,Bus Driver,4/12,4/22,N/A,N/A,N/A,N/A,N/A,N/A,5.93,0
1992,SUNY Binghamton University,3.3,Bachelors,Chicago,N/A,0,1,1,1,Chef,5/11,5/21,Senior SWE,1/15,1/18,Senior SWE,2/22,6/22,8.01,0
1993,SUNY New Paltz,2.7,Bachelors,Providence,F,1,1,0,3,ML Engineer,6/12,6/16,Chef,8/17,8/22,Chef,8/21,8/22,9.57,1
1994,Colgate University,1.6,Masters,Boston,F,N/A,0,N/A,1,Data scientist,2/12,11/12,ML Engineer,12/23,1/24,N/A,N/A,N/A,9.64,0
1995,Brown University,3.3,Bachelors,New York City,N/A,N/A,0,1,0,Data scientist,8/15,N/A,Lawyer,5/17,5/20,Lawyer,6/13,6/18,2.43,0
1996,Providence College,1.8,Masters,New York City,F,N/A,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.64,0
1997,Columbia University,3.5,Masters,Washington D.C.,M,1,0,0,3,Junior SWE,5/10,5/11,ML Engineer,2/20,5/20,ML Engineer,1/15,1/22,7.16,0
1998,Bentley University,3.3,Masters,Miami,M,1,0,1,2,Chef,10/13,10/22,Lawyer,7/21,10/21,ML Engineer,8/15,8/21,2.47,1
1999,SUNY Binghamton University,3.6,Phd,Boston,F,N/A,1,N/A,3,Senior SWE,11/12,11/16,Senior SWE,10/20,10/21,Senior SWE,11/15,11/21,6.96,1
2000,Brown University,4.0,Phd,Miami,N/A,0,1,1,3,Bus Driver,12/11,12/22,Data scientist,2/16,2/20,Data scientist,12/15,12/20,5.9,0
2001,Brown University,1.6,Phd,Washington D.C.,F,1,0,N/A,1,Senior SWE,8/15,8/22,Senior SWE,7/20,7/21,N/A,N/A,N/A,3.97,0
2002,SUNY Binghamton University,2.4,Masters,Providence,F,N/A,0,1,2,Lawyer,9/12,9/14,N/A,N/A,N/A,N/A,N/A,N/A,1.36,0
2003,SUNY New Paltz,2.2,Masters,Miami,M,0,1,0,0,Lawyer,4/16,N/A,Junior SWE,11/16,11/19,N/A,N/A,N/A,8.21,1
2004,Rhode Island School of Design,3.6,Phd,Miami,F,N/A,0,1,0,Chef,2/16,2/22,Lawyer,11/20,11/21,Data scientist,8/16,8/19,3.51,0
