Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Interview prediction
2164,SUNY New Paltz,3.7,Masters,New York City,F,N/A,0,0,3,Senior SWE,8/22,N/A,Bus Driver,8/20,11/20,ML Engineer,6/14,6/19,4.56,0
2165,Brown University,3.4,Phd,Providence,M,0,0,N/A,2,ML Engineer,6/23,10/23,Lawyer,2/21,10/21,Senior SWE,6/17,6/18,5.53,0
2166,Rhode Island School of Design,1.4,Phd,Washington D.C.,F,1,1,1,1,Lawyer,3/21,3/22,N/A,N/A,N/A,N/A,N/A,N/A,8.43,0
2167,Colgate University,1.3,Masters,Boston,N/A,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.02,0
2168,Bentley University,2.9,Masters,Providence,M,0,0,N/A,4,Data scientist,2/23,11/23,N/A,N/A,N/A,N/A,N/A,N/A,5.46,1
2169,Columbia University,2.8,Phd,New York City,M,1,0,1,3,Chef,12/18,12/21,Chef,7/11,7/17,Chef,8/20,11/20,4.11,0
2170,Brown University,3.7,Phd,Boston,N/A,N/A,1,1,4,Bus Driver,2/22,5/22,Senior SWE,4/23,8/23,Bus Driver,6/20,6/21,9.24,0
2171,Bentley University,3.7,Masters,Detroit,N/A,1,0,N/A,0,Bus Driver,6/14,6/15,Bus Driver,1/16,12/16,ML Engineer,6/22,7/22,8.49,0
2172,Brown University,1.4,Masters,Detroit,N/A,1,1,1,0,Bus Driver,10/18,10/19,Senior SWE,1/15,1/16,Lawyer,8/10,8/14,4.71,0
2173,Columbia University,2.7,Masters,Chicago,F,0,1,1,0,Chef,2/17,2/22,Chef,1/20,1/22,Lawyer,3/10,7/10,7.52,0
2174,Brown University,1.7,Phd,Chicago,F,N/A,1,0,2,Junior SWE,5/12,5/19,Lawyer,12/20,12/22,ML Engineer,8/17,8/19,6.2,0
2175,SUNY New Paltz,3.7,Masters,Boston,N/A,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.99,0
2176,Providence College,3.1,Phd,Chicago,M,0,0,N/A,4,Data scientist,7/14,7/17,Junior SWE,8/21,10/21,Chef,7/10,7/18,6.53,0
2177,Colgate University,3.9,Masters,Miami,N/A,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.66,0
2178,Brown University,2.9,Masters,Detroit,M,0,0,1,4,Bus Driver,12/17,12/21,Data scientist,9/14,10/14,Lawyer,11/23,12/23,1.9,0
2179,Providence College,2.1,Masters,Detroit,M,1,1,N/A,1,ML Engineer,9/19,9/21,Data scientist,12/10,12/22,N/A,N/A,N/A,4.43,1
2180,Brown University,2.2,Phd,Los Angeles,N/A,N/A,1,1,2,Chef,3/22,N/A,Data scientist,11/23,12/23,Junior SWE,4/13,4/22,9.21,0
2181,Colgate University,3.2,Bachelors,Los Angeles,N/A,N/A,1,N/A,3,Senior SWE,7/16,7/19,Lawyer,10/18,10/22,Lawyer,3/16,3/18,4.55,0
2182,Rhode Island School of Design,2.1,Masters,Providence,N/A,N/A,1,0,1,Chef,8/19,8/20,Senior SWE,7/19,7/22,Lawyer,8/12,9/12,4.11,0
2183,Bentley University,3.1,Masters,Chicago,F,1,0,1,4,ML Engineer,9/16,10/16,Senior SWE,7/14,7/15,N/A,N/A,N/A,2.83,0
2184,Bentley University,2.0,Bachelors,New York City,M,1,1,1,0,Junior SWE,10/11,11/11,Junior SWE,6/13,6/16,Junior SWE,7/22,11/22,1.05,1
2185,Bentley University,2.8,Phd,Los Angeles,F,0,0,N/A,1,Lawyer,11/20,N/A,ML Engineer,1/19,1/20,N/A,N/A,N/A,6.59,0
2186,Columbia University,3.5,Masters,Providence,M,1,1,N/A,3,ML Engineer,7/21,7/22,Lawyer,6/22,10/22,ML Engineer,1/18,1/21,5.36,0
2187,Columbia University,3.2,Bachelors,Detroit,N/A,N/A,1,N/A,3,Junior SWE,5/19,5/20,Junior SWE,8/15,12/15,Bus Driver,9/17,9/19,2.4,0
2188,Colgate University,3.9,Bachelors,Boston,F,1,1,N/A,1,Lawyer,12/14,12/17,N/A,N/A,N/A,N/A,N/A,N/A,8.8,1
2189,Colgate University,3.7,Phd,Washington D.C.,F,N/A,0,1,1,Data scientist,9/12,9/22,ML Engineer,11/18,11/20,Senior SWE,7/10,7/22,5.61,0
2190,Providence College,1.7,Bachelors,New York City,F,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.33,1
2191,Bentley University,4.0,Bachelors,Miami,M,1,1,N/A,0,Junior SWE,6/14,6/22,Senior SWE,12/22,1/23,Chef,7/23,8/23,6.7,1
2192,SUNY Binghamton University,2.2,Masters,New York City,M,1,1,1,4,Chef,2/14,3/14,Chef,11/16,11/22,Lawyer,11/23,12/23,8.87,0
2193,SUNY Binghamton University,3.2,Bachelors,New York City,F,N/A,1,1,4,Bus Driver,3/22,10/22,Senior SWE,9/12,9/18,N/A,N/A,N/A,8.47,0
2194,Brown University,1.9,Masters,Providence,M,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.75,1
2195,Columbia University,1.5,Bachelors,New York City,N/A,N/A,1,1,2,Chef,3/10,3/22,Chef,9/20,9/22,Data scientist,5/17,8/17,9.63,0
2196,Columbia University,2.9,Masters,Providence,F,1,0,0,3,Chef,7/10,7/17,Data scientist,7/20,7/22,ML Engineer,9/12,9/20,9.26,0
2197,Columbia University,2.0,Bachelors,Boston,N/A,0,1,0,4,Bus Driver,12/21,1/22,N/A,N/A,N/A,N/A,N/A,N/A,8.89,0
2198,Columbia University,3.1,Bachelors,Miami,F,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.16,0
2199,Brown University,3.6,Masters,Miami,F,1,0,0,0,ML Engineer,12/12,12/18,Senior SWE,9/14,9/21,Bus Driver,10/11,10/22,1.16,0
2200,Bentley University,2.5,Bachelors,Boston,M,0,1,1,1,Junior SWE,6/20,6/21,Senior SWE,10/14,10/22,Lawyer,5/14,5/15,9.35,1
2201,Bentley University,3.3,Bachelors,Miami,M,0,1,N/A,1,Lawyer,11/17,11/18,Senior SWE,1/20,1/21,Chef,3/14,3/17,7.44,0
2202,Rhode Island School of Design,1.7,Masters,New York City,N/A,0,1,N/A,4,ML Engineer,2/13,2/19,Lawyer,12/16,1/17,Lawyer,7/14,7/20,6.62,0
2203,Bentley University,3.1,Masters,New York City,M,N/A,0,0,4,Junior SWE,1/10,1/14,Senior SWE,11/19,11/22,Data scientist,4/10,4/20,7.6,0
2204,Providence College,1.5,Bachelors,Los Angeles,F,N/A,1,N/A,2,Bus Driver,11/11,11/21,Chef,9/12,9/21,Data scientist,7/11,9/11,0.64,0
2205,Bentley University,1.4,Masters,Chicago,F,N/A,0,N/A,2,Senior SWE,1/12,1/20,Chef,7/22,12/22,Chef,6/16,6/21,3.23,0
2206,SUNY Binghamton University,2.9,Masters,Boston,N/A,N/A,1,0,0,Chef,8/10,N/A,ML Engineer,2/12,2/21,Junior SWE,11/19,12/19,2.14,0
2207,Colgate University,2.2,Bachelors,Miami,F,N/A,1,1,0,ML Engineer,8/20,8/21,Lawyer,8/12,8/16,Junior SWE,2/13,2/20,0.98,0
2208,Brown University,2.1,Masters,Miami,F,N/A,1,1,4,Lawyer,12/21,12/22,ML Engineer,11/21,12/21,Lawyer,10/12,10/18,8.98,0
2209,SUNY New Paltz,2.8,Bachelors,Washington D.C.,N/A,1,0,0,3,Lawyer,9/23,N/A,Senior SWE,2/21,2/22,ML Engineer,1/10,1/18,2.86,0
2210,Colgate University,2.7,Bachelors,New York City,M,1,1,0,1,ML Engineer,10/12,10/18,Senior SWE,11/13,11/21,Bus Driver,1/12,1/16,3.68,1
2211,Colgate University,2.6,Masters,Detroit,F,1,1,1,2,Junior SWE,6/20,6/21,Junior SWE,4/12,4/21,ML Engineer,10/16,10/22,8.46,0
2212,Columbia University,1.2,Bachelors,Miami,M,N/A,1,N/A,2,Bus Driver,2/13,2/22,Senior SWE,5/15,5/21,ML Engineer,3/12,3/20,2.28,1
2213,Brown University,2.3,Phd,Boston,F,N/A,1,0,4,Bus Driver,2/18,2/21,Lawyer,5/20,5/21,Lawyer,10/18,10/22,4.57,0
2214,Providence College,2.8,Phd,New York City,M,N/A,0,1,4,Data scientist,8/14,8/22,ML Engineer,8/23,12/23,ML Engineer,6/22,8/22,9.84,0
2215,Providence College,1.3,Bachelors,Chicago,M,1,1,N/A,4,Senior SWE,5/11,5/17,Lawyer,8/15,8/21,Chef,1/22,6/22,4.07,1
2216,Bentley University,1.9,Bachelors,Chicago,F,N/A,0,1,2,Data scientist,12/22,1/23,Bus Driver,12/21,1/22,Junior SWE,3/21,3/22,9.69,0
2217,SUNY New Paltz,3.2,Bachelors,Boston,M,0,1,0,3,Data scientist,6/16,6/22,Senior SWE,9/23,12/23,Bus Driver,5/16,5/18,2.7,0
2218,Rhode Island School of Design,3.3,Phd,Chicago,M,N/A,1,1,1,Lawyer,9/11,9/12,Bus Driver,3/18,3/22,Junior SWE,7/23,8/23,7.57,1
2219,Providence College,3.0,Bachelors,Washington D.C.,N/A,N/A,1,0,2,Junior SWE,7/19,7/22,Junior SWE,11/10,11/12,Chef,5/13,5/17,1.26,0
2220,Bentley University,2.1,Phd,Boston,N/A,N/A,0,N/A,0,Senior SWE,5/10,9/10,Chef,4/11,8/11,Bus Driver,8/16,8/18,4.91,0
2221,Brown University,2.8,Phd,Washington D.C.,F,1,0,N/A,2,Senior SWE,6/20,N/A,Lawyer,5/18,5/22,Lawyer,10/10,10/20,0.95,0
2222,Providence College,1.8,Bachelors,Miami,M,0,0,N/A,1,Bus Driver,10/22,11/22,Senior SWE,3/21,3/22,N/A,N/A,N/A,3.72,0
2223,Brown University,2.8,Phd,Detroit,F,0,0,N/A,4,Senior SWE,1/21,7/21,Lawyer,7/17,7/18,Senior SWE,6/18,6/22,6.48,0
2224,Providence College,2.2,Phd,Providence,F,0,0,1,3,Bus Driver,2/21,2/22,N/A,N/A,N/A,N/A,N/A,N/A,4.91,1
2225,Bentley University,3.5,Masters,Boston,N/A,1,0,0,3,Data scientist,11/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,5.04,0
2226,SUNY New Paltz,3.0,Phd,Chicago,M,N/A,1,1,1,Bus Driver,9/20,N/A,Junior SWE,8/19,8/21,Data scientist,12/18,12/22,2.9,0
2227,Brown University,2.0,Bachelors,New York City,F,N/A,0,0,4,Lawyer,12/16,12/18,Bus Driver,1/18,1/22,ML Engineer,10/13,10/17,7.49,0
2228,Colgate University,2.6,Bachelors,Miami,N/A,1,1,0,1,Bus Driver,8/13,8/14,Junior SWE,9/14,9/17,Data scientist,4/18,4/19,3.48,0
2229,Rhode Island School of Design,1.4,Bachelors,Detroit,F,N/A,1,1,1,ML Engineer,8/11,12/11,ML Engineer,10/22,12/22,ML Engineer,11/13,11/20,4.81,0
2230,Colgate University,3.6,Bachelors,Detroit,M,N/A,0,1,4,ML Engineer,1/11,1/22,Senior SWE,6/20,11/20,Junior SWE,6/17,6/21,7.53,1
2231,Bentley University,3.3,Bachelors,Los Angeles,N/A,1,1,0,2,Senior SWE,6/23,8/23,Chef,5/19,5/20,Senior SWE,2/20,2/21,4.86,0
2232,Providence College,1.9,Masters,Chicago,F,1,1,0,0,ML Engineer,10/21,12/21,Chef,7/14,7/20,Junior SWE,6/22,11/22,7.0,0
2233,Colgate University,3.3,Masters,Washington D.C.,M,0,1,N/A,1,Data scientist,3/14,3/20,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0
2234,Rhode Island School of Design,3.4,Phd,Providence,F,0,0,0,4,Chef,5/10,5/17,Lawyer,5/14,5/19,Bus Driver,11/20,11/22,5.98,0
2235,SUNY Binghamton University,2.3,Bachelors,Miami,N/A,1,0,0,4,ML Engineer,9/14,9/21,N/A,N/A,N/A,N/A,N/A,N/A,1.99,0
2236,Colgate University,3.3,Phd,Washington D.C.,F,1,0,N/A,3,Data scientist,12/23,1/24,Bus Driver,2/20,2/21,Chef,2/21,2/22,7.0,0
2237,Columbia University,3.9,Masters,Miami,N/A,0,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.35,0
2238,Providence College,1.4,Phd,Providence,N/A,N/A,0,1,0,Senior SWE,4/19,4/21,Junior SWE,8/22,11/22,Chef,9/17,9/22,1.81,0
2239,SUNY Binghamton University,2.6,Bachelors,Washington D.C.,F,1,0,N/A,4,Data scientist,12/13,12/21,Lawyer,9/15,9/17,ML Engineer,10/23,11/23,0.43,1
2240,Bentley University,1.2,Masters,Providence,N/A,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.95,0
2241,SUNY New Paltz,2.8,Bachelors,Chicago,F,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.14,1
2242,Rhode Island School of Design,1.5,Bachelors,Chicago,M,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.71,0
2243,Brown University,2.9,Bachelors,Boston,M,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.06,1
2244,Rhode Island School of Design,1.7,Phd,Miami,N/A,0,1,N/A,2,Lawyer,3/11,3/22,Data scientist,9/17,9/22,Senior SWE,4/17,4/22,4.12,0
2245,SUNY New Paltz,2.8,Bachelors,Washington D.C.,M,N/A,1,N/A,1,Lawyer,10/10,10/21,Senior SWE,10/14,10/16,ML Engineer,7/20,8/20,1.06,0
2246,Columbia University,1.6,Phd,New York City,M,1,1,0,0,Lawyer,11/20,11/22,Data scientist,9/18,9/22,Senior SWE,10/14,10/18,8.63,0
2247,Bentley University,2.1,Masters,Washington D.C.,N/A,1,1,1,4,Lawyer,4/18,4/21,Data scientist,8/13,8/17,Lawyer,3/19,3/21,2.48,0
2248,SUNY New Paltz,3.4,Phd,New York City,F,0,0,N/A,4,Bus Driver,8/16,8/21,Senior SWE,10/13,10/14,Data scientist,6/17,6/22,0.32,0
2249,Brown University,2.2,Phd,Providence,M,1,0,0,0,Bus Driver,12/21,12/22,Bus Driver,7/14,7/16,ML Engineer,5/13,5/19,3.37,0
2250,Bentley University,2.7,Bachelors,Boston,F,0,1,1,4,Lawyer,1/14,1/16,Bus Driver,9/10,9/11,Chef,10/12,11/12,2.97,0
2251,SUNY Binghamton University,2.3,Masters,Providence,N/A,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.11,0
2252,Bentley University,3.4,Phd,New York City,F,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.66,1
2253,Brown University,1.6,Bachelors,Detroit,N/A,1,1,0,3,Lawyer,12/18,1/19,Lawyer,3/12,3/20,Lawyer,12/17,12/22,1.49,0
2254,Brown University,3.6,Bachelors,Chicago,M,1,1,1,4,Data scientist,4/15,4/21,Data scientist,12/22,1/23,Lawyer,1/11,1/13,3.02,0
2255,Brown University,2.0,Masters,Detroit,F,N/A,1,N/A,1,Junior SWE,10/19,10/22,Lawyer,8/15,8/16,Data scientist,5/20,5/21,2.48,0
2256,Bentley University,2.8,Bachelors,Chicago,N/A,1,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.55,0
2257,Colgate University,1.2,Bachelors,Los Angeles,N/A,N/A,0,1,4,ML Engineer,5/23,9/23,Data scientist,5/20,5/21,Bus Driver,11/22,12/22,8.47,0
2258,Colgate University,1.9,Phd,Detroit,N/A,1,1,N/A,4,Data scientist,10/12,10/21,Senior SWE,9/10,9/17,Senior SWE,3/19,7/19,0.77,0
2259,Bentley University,1.6,Masters,Miami,F,0,0,N/A,1,Bus Driver,3/13,3/21,Senior SWE,2/23,6/23,Bus Driver,7/17,7/20,8.97,0
2260,Colgate University,1.7,Bachelors,Chicago,N/A,1,0,N/A,2,Bus Driver,9/19,9/21,N/A,N/A,N/A,N/A,N/A,N/A,8.28,0
2261,Providence College,4.0,Phd,New York City,N/A,1,1,1,4,Senior SWE,1/11,1/13,Data scientist,7/23,8/23,Bus Driver,4/21,8/21,7.01,0
2262,SUNY Binghamton University,3.0,Phd,New York City,M,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.32,1
2263,Bentley University,3.1,Bachelors,Providence,M,0,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.61,1
2264,Brown University,3.7,Phd,Miami,M,1,1,N/A,0,Data scientist,9/18,12/18,Senior SWE,1/22,10/22,Chef,10/23,11/23,4.61,1
2265,SUNY New Paltz,3.1,Bachelors,Washington D.C.,M,0,1,1,1,Chef,5/23,12/23,Lawyer,5/10,5/22,N/A,N/A,N/A,6.12,0
2266,Rhode Island School of Design,1.2,Phd,Miami,M,N/A,0,N/A,4,Junior SWE,4/20,5/20,N/A,N/A,N/A,N/A,N/A,N/A,9.68,0
2267,Brown University,3.3,Bachelors,Chicago,N/A,1,1,N/A,0,Data scientist,2/10,2/15,Junior SWE,8/15,8/19,Senior SWE,7/14,9/14,1.37,0
2268,Rhode Island School of Design,3.9,Phd,Los Angeles,F,1,1,1,4,Chef,5/13,5/15,Data scientist,5/11,5/17,Bus Driver,1/22,8/22,5.25,0
2269,Bentley University,2.9,Masters,Detroit,M,N/A,1,0,0,Chef,11/13,11/22,N/A,N/A,N/A,N/A,N/A,N/A,1.65,0
2270,Providence College,3.4,Bachelors,Boston,N/A,N/A,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.92,0
2271,SUNY Binghamton University,3.2,Masters,New York City,N/A,1,0,N/A,4,Lawyer,6/19,N/A,ML Engineer,4/10,4/18,Chef,3/23,8/23,8.47,0
2272,Rhode Island School of Design,2.4,Masters,New York City,M,1,1,1,0,ML Engineer,10/20,N/A,Bus Driver,1/12,1/16,Junior SWE,3/16,3/17,7.51,0
2273,Bentley University,2.6,Masters,Los Angeles,F,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.15,0
2274,Brown University,1.9,Bachelors,Chicago,N/A,0,0,N/A,2,Bus Driver,6/18,6/22,Data scientist,5/22,7/22,Data scientist,5/20,6/20,1.17,0
2275,SUNY New Paltz,2.0,Bachelors,Chicago,F,1,1,0,4,Lawyer,7/22,11/22,ML Engineer,6/13,6/15,Bus Driver,5/19,5/22,9.13,0
2276,Providence College,3.5,Phd,Providence,N/A,N/A,0,0,1,Chef,3/21,3/22,ML Engineer,10/16,10/18,Bus Driver,2/10,2/14,3.49,0
2277,SUNY Binghamton University,2.1,Phd,Providence,M,N/A,1,N/A,1,Bus Driver,7/11,7/16,Senior SWE,6/18,6/19,Bus Driver,10/11,10/20,1.26,1
2278,Columbia University,2.5,Bachelors,Chicago,F,N/A,0,1,1,Junior SWE,12/21,12/22,Senior SWE,12/20,12/22,Lawyer,4/18,11/18,3.25,0
2279,SUNY New Paltz,1.8,Masters,Miami,N/A,N/A,1,0,4,ML Engineer,7/12,7/15,Chef,11/13,11/15,Data scientist,12/19,12/20,4.53,0
2280,Rhode Island School of Design,1.6,Bachelors,Detroit,F,1,0,0,4,Junior SWE,1/22,11/22,Lawyer,12/17,12/22,ML Engineer,10/20,12/20,4.19,0
2281,Bentley University,3.9,Masters,New York City,F,0,1,1,1,Senior SWE,11/12,11/18,Data scientist,3/12,3/17,Data scientist,6/14,6/22,7.25,0
2282,Brown University,2.0,Masters,Chicago,F,1,0,1,1,Bus Driver,2/22,9/22,Bus Driver,1/16,1/18,Lawyer,4/23,7/23,4.21,0
2283,Providence College,1.6,Masters,Providence,F,0,1,N/A,2,Senior SWE,6/20,N/A,ML Engineer,7/23,9/23,Lawyer,10/17,10/21,5.87,0
2284,Rhode Island School of Design,1.6,Phd,Providence,N/A,N/A,1,N/A,4,Data scientist,5/17,5/20,Chef,9/13,9/22,Junior SWE,2/21,2/22,0.87,0
2285,Colgate University,2.6,Bachelors,Chicago,F,0,1,N/A,0,Data scientist,12/11,12/22,Lawyer,6/15,6/21,Bus Driver,11/14,11/16,6.92,0
2286,SUNY New Paltz,2.6,Bachelors,Miami,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.99,0
2287,Colgate University,2.4,Phd,Chicago,M,0,1,N/A,0,Junior SWE,12/10,12/22,ML Engineer,4/13,4/15,Chef,6/23,8/23,8.23,0
2288,Brown University,3.2,Bachelors,Detroit,F,0,0,1,2,Bus Driver,11/11,11/15,Bus Driver,1/10,1/19,Senior SWE,1/12,1/13,4.86,0
2289,SUNY New Paltz,3.0,Phd,New York City,M,1,1,1,4,Lawyer,9/22,11/22,ML Engineer,7/21,7/22,Senior SWE,1/23,11/23,2.94,0
2290,SUNY New Paltz,3.5,Phd,New York City,M,1,1,N/A,0,Senior SWE,10/11,10/13,Lawyer,3/19,3/20,Bus Driver,9/13,9/16,6.79,0
2291,Columbia University,1.3,Masters,Washington D.C.,N/A,N/A,0,N/A,4,ML Engineer,11/13,11/19,Bus Driver,6/23,12/23,Senior SWE,5/19,5/20,1.25,0
2292,Columbia University,1.6,Phd,Miami,M,0,1,1,2,Junior SWE,8/16,8/21,Junior SWE,5/21,6/21,Data scientist,1/12,1/22,9.77,1
2293,Colgate University,2.6,Phd,Boston,N/A,1,0,1,4,Bus Driver,9/14,9/18,Senior SWE,4/17,4/22,Data scientist,1/12,1/13,9.07,0
2294,Bentley University,1.5,Phd,Detroit,M,N/A,0,N/A,1,Chef,10/15,10/20,Data scientist,3/19,9/19,Lawyer,1/21,1/22,3.43,1
2295,Rhode Island School of Design,4.0,Bachelors,Boston,M,0,1,N/A,0,Chef,3/19,3/20,ML Engineer,7/13,7/15,Lawyer,3/22,6/22,5.54,0
2296,Columbia University,1.4,Masters,New York City,F,1,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.05,0
2297,Rhode Island School of Design,2.5,Bachelors,Washington D.C.,M,1,1,N/A,1,Senior SWE,12/18,1/19,N/A,N/A,N/A,N/A,N/A,N/A,4.49,1
2298,SUNY Binghamton University,1.9,Phd,Los Angeles,M,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.61,1
2299,Bentley University,1.7,Bachelors,Washington D.C.,M,1,0,1,3,Chef,7/17,N/A,Senior SWE,3/17,3/20,Chef,9/11,12/11,1.31,0
2300,SUNY Binghamton University,1.5,Phd,Chicago,M,N/A,0,0,2,Senior SWE,3/13,4/13,Data scientist,3/23,10/23,Junior SWE,8/13,8/15,2.84,0
2301,Columbia University,3.3,Phd,Los Angeles,M,0,0,N/A,0,Senior SWE,12/18,12/19,Chef,10/20,10/22,N/A,N/A,N/A,7.37,0
2302,Bentley University,2.2,Masters,Providence,F,0,0,0,4,Chef,11/13,11/22,Chef,8/15,12/15,Senior SWE,5/21,5/22,4.56,0
2303,Colgate University,3.3,Masters,Los Angeles,N/A,1,1,0,4,Bus Driver,6/16,6/17,ML Engineer,9/12,9/15,N/A,N/A,N/A,2.01,0
2304,Bentley University,2.9,Masters,Washington D.C.,F,0,0,0,4,Junior SWE,11/23,N/A,Lawyer,8/15,8/17,Data scientist,8/23,12/23,4.73,0
2305,SUNY New Paltz,1.8,Masters,Miami,F,1,0,1,1,Data scientist,9/19,9/22,N/A,N/A,N/A,N/A,N/A,N/A,5.93,1
2306,SUNY Binghamton University,1.6,Masters,Boston,N/A,1,0,1,0,Data scientist,11/13,11/21,Senior SWE,10/16,10/17,N/A,N/A,N/A,6.44,0
2307,Bentley University,2.8,Phd,Detroit,F,N/A,0,0,2,Bus Driver,7/13,7/22,Lawyer,2/16,2/22,N/A,N/A,N/A,7.81,0
2308,SUNY Binghamton University,1.3,Masters,Chicago,F,0,1,1,2,Chef,12/22,1/23,Junior SWE,11/13,11/21,N/A,N/A,N/A,1.7,0
2309,SUNY New Paltz,1.2,Bachelors,Washington D.C.,F,N/A,0,0,0,Senior SWE,2/15,2/17,Lawyer,2/12,2/19,ML Engineer,11/20,11/22,2.15,0
2310,Brown University,1.3,Masters,Providence,M,N/A,1,N/A,2,Chef,4/19,4/21,Junior SWE,12/22,1/23,Bus Driver,1/11,1/12,1.0,0
2311,Colgate University,3.1,Phd,Miami,F,1,0,1,1,Data scientist,11/15,11/19,Chef,10/10,10/17,Senior SWE,2/19,2/22,3.72,0
2312,Rhode Island School of Design,3.6,Bachelors,Boston,M,1,0,N/A,3,Lawyer,10/10,N/A,Data scientist,3/23,11/23,Data scientist,10/12,12/12,5.05,0
2313,Colgate University,3.0,Masters,Detroit,F,N/A,1,N/A,3,Lawyer,11/11,12/11,N/A,N/A,N/A,N/A,N/A,N/A,5.8,1
2314,SUNY New Paltz,2.1,Phd,New York City,M,0,1,0,4,Chef,7/22,8/22,Senior SWE,1/18,2/18,Bus Driver,8/10,8/12,6.49,0
2315,SUNY New Paltz,3.3,Masters,New York City,F,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.94,1
2316,Providence College,3.6,Bachelors,Boston,N/A,N/A,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.02,0
2317,Providence College,3.1,Phd,Miami,N/A,1,1,1,4,Lawyer,7/23,9/23,Lawyer,12/23,1/24,Lawyer,6/22,8/22,3.3,0
2318,Rhode Island School of Design,2.3,Bachelors,Washington D.C.,F,0,1,1,2,Data scientist,5/20,8/20,Data scientist,6/15,6/22,ML Engineer,11/18,11/19,10.0,1
2319,Columbia University,1.6,Phd,Los Angeles,N/A,N/A,1,N/A,0,Senior SWE,9/23,12/23,Bus Driver,8/18,8/22,N/A,N/A,N/A,6.5,0
2320,SUNY New Paltz,2.7,Phd,New York City,N/A,0,0,N/A,3,Chef,1/10,1/17,Senior SWE,3/10,3/15,Data scientist,1/22,5/22,1.67,0
2321,Columbia University,3.9,Masters,Detroit,M,1,1,1,4,Data scientist,12/12,12/19,Junior SWE,12/12,12/18,Lawyer,6/21,6/22,2.94,1
2322,Providence College,3.7,Phd,Boston,M,N/A,1,0,0,Senior SWE,3/16,3/18,Lawyer,5/15,5/18,Lawyer,9/13,9/16,6.22,1
2323,SUNY Binghamton University,2.0,Phd,Providence,M,N/A,1,1,3,Lawyer,9/10,9/11,Data scientist,2/19,2/22,ML Engineer,9/21,11/21,7.09,0
2324,Columbia University,3.1,Phd,Boston,F,1,1,0,0,ML Engineer,5/10,5/17,Senior SWE,9/20,10/20,Lawyer,1/15,1/21,1.64,0
2325,Bentley University,2.3,Bachelors,Chicago,M,1,0,1,1,Senior SWE,7/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.04,1
2326,Rhode Island School of Design,2.9,Bachelors,New York City,M,1,0,0,0,Lawyer,12/21,12/22,Bus Driver,2/10,2/20,Senior SWE,12/12,12/22,9.64,0
2327,SUNY New Paltz,2.8,Bachelors,Providence,F,0,1,1,4,Lawyer,11/15,11/21,N/A,N/A,N/A,N/A,N/A,N/A,5.91,1
2328,Colgate University,2.5,Masters,Boston,F,N/A,0,0,1,Chef,9/11,9/12,Lawyer,5/16,5/17,Senior SWE,1/15,11/15,3.84,0
2329,Colgate University,1.5,Phd,Los Angeles,M,0,0,0,2,Junior SWE,6/19,6/20,N/A,N/A,N/A,N/A,N/A,N/A,3.39,0
2330,Brown University,3.8,Phd,Detroit,M,1,1,N/A,0,Chef,11/22,12/22,Senior SWE,7/12,7/14,Data scientist,10/10,10/11,3.36,0
