Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Interview prediction
2382,SUNY New Paltz,1.6,Bachelors,Providence,M,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.24,0
2383,Providence College,1.2,Phd,Providence,M,0,0,1,0,Lawyer,9/20,9/21,N/A,N/A,N/A,N/A,N/A,N/A,5.36,1
2384,SUNY New Paltz,3.1,Masters,Detroit,N/A,0,0,1,3,Senior SWE,6/20,6/22,Lawyer,5/13,5/20,Senior SWE,11/22,12/22,0.08,0
2385,Brown University,3.6,Bachelors,Chicago,F,N/A,0,0,1,Junior SWE,1/12,1/22,Senior SWE,3/10,3/22,Lawyer,12/20,1/21,6.93,0
2386,Columbia University,2.2,Bachelors,Boston,M,0,0,0,0,ML Engineer,11/10,12/10,Bus Driver,10/20,10/22,N/A,N/A,N/A,2.0,0
2387,Bentley University,2.6,Masters,Miami,N/A,0,1,1,4,Lawyer,5/20,5/21,N/A,N/A,N/A,N/A,N/A,N/A,0.89,0
2388,Rhode Island School of Design,3.5,Bachelors,Providence,N/A,0,1,0,1,ML Engineer,1/12,1/17,Chef,10/22,12/22,ML Engineer,7/23,9/23,0.21,0
2389,Bentley University,3.7,Bachelors,Providence,M,N/A,1,1,1,Chef,7/23,12/23,Senior SWE,1/23,6/23,Lawyer,11/14,11/16,4.47,0
2390,Colgate University,2.8,Phd,Boston,M,0,0,0,0,Senior SWE,8/22,9/22,Data scientist,8/12,8/17,Data scientist,6/18,6/22,2.57,0
2391,Brown University,3.9,Masters,Chicago,N/A,0,1,1,3,Senior SWE,7/14,10/14,Data scientist,2/23,5/23,ML Engineer,2/18,6/18,5.01,0
2392,Columbia University,2.0,Bachelors,Chicago,N/A,0,1,N/A,4,Junior SWE,4/13,4/22,Bus Driver,10/13,12/13,Bus Driver,11/13,11/21,9.65,0
2393,Providence College,2.7,Phd,Providence,N/A,N/A,1,1,2,Lawyer,12/12,12/18,Chef,4/15,12/15,ML Engineer,12/11,1/12,2.85,0
2394,Brown University,2.1,Bachelors,Boston,M,N/A,0,0,2,ML Engineer,6/21,7/21,ML Engineer,5/13,5/20,ML Engineer,6/12,6/13,1.29,0
2395,Rhode Island School of Design,1.5,Masters,Washington D.C.,F,N/A,1,1,4,Senior SWE,2/15,11/15,Junior SWE,11/18,11/22,N/A,N/A,N/A,3.05,0
2396,Rhode Island School of Design,2.1,Bachelors,Washington D.C.,F,N/A,1,1,2,Bus Driver,3/17,N/A,Lawyer,7/13,7/16,Senior SWE,5/16,5/17,4.73,0
2397,SUNY Binghamton University,1.3,Masters,New York City,F,N/A,1,0,1,Lawyer,5/20,5/21,Bus Driver,4/23,5/23,Bus Driver,6/19,6/21,1.96,0
2398,Rhode Island School of Design,2.0,Phd,Providence,N/A,0,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.97,0
2399,Brown University,1.7,Phd,Los Angeles,M,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.05,0
2400,Columbia University,2.6,Masters,Providence,F,N/A,1,0,2,Lawyer,2/18,2/21,ML Engineer,8/10,8/13,Data scientist,12/22,1/23,8.46,0
2401,Columbia University,3.2,Phd,Detroit,M,1,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.17,0
2402,Colgate University,3.2,Bachelors,New York City,M,1,0,N/A,2,Data scientist,11/14,11/16,Chef,7/15,7/18,Junior SWE,4/17,4/21,3.2,1
2403,Bentley University,1.6,Phd,Washington D.C.,M,0,0,N/A,1,Lawyer,11/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,3.23,0
2404,Brown University,3.9,Bachelors,Detroit,M,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.67,1
2405,Rhode Island School of Design,1.5,Masters,Miami,N/A,0,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.88,0
2406,Columbia University,1.4,Masters,Miami,N/A,N/A,1,N/A,0,Senior SWE,4/23,5/23,Junior SWE,6/13,6/14,Senior SWE,4/13,4/14,7.8,0
2407,Rhode Island School of Design,3.3,Phd,Chicago,F,0,1,N/A,2,Bus Driver,6/20,6/22,Junior SWE,10/17,10/19,Lawyer,6/14,6/18,6.99,0
2408,Bentley University,3.5,Bachelors,Chicago,F,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.14,0
2409,SUNY Binghamton University,1.4,Masters,New York City,N/A,0,1,N/A,2,Data scientist,11/14,11/16,Senior SWE,10/19,10/22,Chef,1/23,3/23,0.4,0
2410,Colgate University,1.8,Masters,Miami,F,N/A,0,1,3,ML Engineer,2/20,6/20,ML Engineer,6/22,11/22,Junior SWE,6/19,11/19,5.37,0
2411,Rhode Island School of Design,1.5,Bachelors,Washington D.C.,F,0,1,1,1,ML Engineer,10/22,11/22,Bus Driver,1/13,1/14,Senior SWE,4/22,8/22,1.68,0
2412,Providence College,1.5,Masters,Providence,F,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.13,0
2413,Providence College,3.8,Phd,Providence,N/A,N/A,1,N/A,2,Senior SWE,11/20,11/22,Bus Driver,4/20,8/20,Bus Driver,7/12,7/15,8.77,0
2414,Providence College,2.5,Bachelors,Los Angeles,F,0,1,N/A,1,Lawyer,2/21,8/21,Bus Driver,4/21,7/21,Lawyer,3/12,3/22,0.27,0
2415,Rhode Island School of Design,1.8,Phd,New York City,M,1,1,1,1,ML Engineer,1/17,1/20,Data scientist,4/17,4/22,Senior SWE,10/21,10/22,7.86,0
2416,Bentley University,2.3,Bachelors,New York City,M,1,0,0,0,Data scientist,5/12,5/17,Senior SWE,10/22,11/22,ML Engineer,1/21,1/22,1.37,0
2417,Colgate University,3.4,Masters,Providence,F,N/A,1,1,4,Chef,7/16,7/22,ML Engineer,8/10,8/18,Data scientist,9/22,12/22,3.95,1
2418,Providence College,3.2,Masters,Providence,M,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.44,1
2419,Colgate University,1.6,Phd,Boston,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.16,1
2420,Colgate University,2.2,Bachelors,Detroit,M,N/A,0,N/A,1,Data scientist,6/18,8/18,Bus Driver,5/16,5/18,Bus Driver,3/17,3/21,8.63,0
2421,Colgate University,2.7,Phd,New York City,F,0,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.5,0
2422,Colgate University,2.7,Masters,Miami,F,N/A,1,N/A,4,Senior SWE,12/17,12/19,Senior SWE,7/23,8/23,Senior SWE,11/13,11/20,2.16,0
2423,Providence College,1.6,Masters,Boston,N/A,1,0,0,3,Senior SWE,9/20,9/22,Bus Driver,8/12,8/15,Bus Driver,10/23,11/23,9.2,0
2424,SUNY Binghamton University,1.5,Masters,Providence,F,0,0,1,2,Chef,4/15,4/21,Lawyer,11/19,12/19,ML Engineer,1/17,1/18,7.25,0
2425,Brown University,2.4,Phd,Chicago,M,N/A,1,1,3,ML Engineer,8/16,8/17,N/A,N/A,N/A,N/A,N/A,N/A,6.05,1
2426,Columbia University,1.4,Phd,Miami,N/A,0,1,N/A,4,Junior SWE,4/23,N/A,ML Engineer,4/17,5/17,N/A,N/A,N/A,8.61,0
2427,Colgate University,1.8,Phd,Los Angeles,M,0,0,N/A,2,Lawyer,12/19,12/21,Junior SWE,10/15,10/17,Chef,9/23,11/23,9.03,0
2428,Colgate University,2.2,Masters,Chicago,N/A,1,1,N/A,4,Data scientist,12/12,12/15,Lawyer,9/21,11/21,N/A,N/A,N/A,8.7,0
2429,Rhode Island School of Design,1.3,Masters,Miami,M,0,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.3,1
2430,Columbia University,1.7,Masters,Los Angeles,M,N/A,0,0,3,Data scientist,7/17,N/A,Chef,8/12,8/16,Junior SWE,5/13,5/15,6.91,0
2431,Columbia University,3.1,Phd,New York City,N/A,1,1,N/A,4,ML Engineer,10/17,11/17,ML Engineer,12/14,12/16,Lawyer,10/19,10/22,4.14,0
2432,Columbia University,2.9,Phd,Providence,F,0,1,0,2,Senior SWE,9/21,9/22,N/A,N/A,N/A,N/A,N/A,N/A,7.83,0
2433,Rhode Island School of Design,2.1,Masters,Boston,N/A,N/A,1,N/A,0,Lawyer,12/16,12/17,ML Engineer,3/10,3/18,N/A,N/A,N/A,3.95,0
2434,SUNY Binghamton University,2.9,Masters,Boston,M,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.06,1
2435,SUNY New Paltz,3.4,Bachelors,Boston,M,1,1,1,1,Junior SWE,1/16,1/21,N/A,N/A,N/A,N/A,N/A,N/A,6.17,1
2436,SUNY Binghamton University,2.0,Phd,Boston,F,1,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.02,0
2437,Rhode Island School of Design,3.8,Masters,Detroit,M,1,0,0,0,Lawyer,8/21,8/22,N/A,N/A,N/A,N/A,N/A,N/A,1.04,1
2438,Colgate University,3.8,Phd,Boston,F,N/A,0,N/A,1,Senior SWE,4/20,4/21,Data scientist,1/16,1/18,Junior SWE,8/15,8/18,3.36,0
2439,Bentley University,2.4,Masters,New York City,N/A,0,1,N/A,3,Bus Driver,2/19,2/21,Lawyer,7/13,7/19,Junior SWE,5/21,5/22,5.74,0
2440,Brown University,2.2,Masters,Providence,F,N/A,0,N/A,3,Junior SWE,7/17,N/A,ML Engineer,9/19,9/21,Lawyer,2/13,2/16,0.66,0
2441,Colgate University,4.0,Masters,Miami,M,N/A,0,1,1,Senior SWE,2/16,2/18,ML Engineer,10/17,11/17,Data scientist,5/18,5/21,2.87,1
2442,Bentley University,1.2,Bachelors,New York City,F,0,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.48,1
2443,Columbia University,2.4,Bachelors,Miami,M,0,1,1,2,Senior SWE,12/13,12/18,N/A,N/A,N/A,N/A,N/A,N/A,9.56,0
2444,Brown University,1.8,Bachelors,New York City,F,1,1,N/A,4,Senior SWE,12/13,12/15,Junior SWE,4/11,4/19,Senior SWE,7/18,7/20,2.17,0
2445,SUNY New Paltz,3.0,Bachelors,Boston,M,N/A,1,N/A,2,Data scientist,5/17,5/22,ML Engineer,1/19,5/19,Chef,1/10,1/20,9.68,0
2446,Colgate University,3.1,Phd,Providence,F,1,0,1,0,Lawyer,7/16,7/17,Senior SWE,3/23,6/23,Data scientist,2/22,5/22,7.04,0
2447,SUNY Binghamton University,1.3,Masters,New York City,F,N/A,1,0,4,ML Engineer,10/21,11/21,Chef,9/23,11/23,Senior SWE,3/22,8/22,5.2,0
2448,Colgate University,1.5,Bachelors,Chicago,F,0,0,N/A,0,Bus Driver,3/16,3/17,Data scientist,7/16,7/20,Bus Driver,2/20,3/20,6.35,1
2449,Brown University,1.2,Phd,New York City,N/A,1,1,0,3,Data scientist,1/12,1/19,Chef,9/12,9/17,ML Engineer,2/18,2/22,1.4,0
2450,SUNY New Paltz,3.6,Masters,Miami,N/A,0,1,N/A,3,Data scientist,1/17,N/A,Senior SWE,3/16,3/19,N/A,N/A,N/A,9.35,0
2451,Colgate University,1.8,Masters,Providence,N/A,1,0,N/A,2,Chef,7/11,7/16,Lawyer,9/14,9/20,ML Engineer,8/23,11/23,3.41,0
2452,Bentley University,1.5,Phd,Miami,M,N/A,0,N/A,0,Chef,10/22,11/22,Lawyer,1/15,1/19,Bus Driver,3/19,3/21,1.35,0
2453,Rhode Island School of Design,2.7,Phd,Los Angeles,F,0,0,N/A,1,ML Engineer,5/23,8/23,Chef,9/15,9/18,Senior SWE,2/18,2/22,4.06,0
2454,Bentley University,2.9,Bachelors,Miami,N/A,0,1,1,0,Lawyer,11/12,11/20,Lawyer,8/17,8/19,Lawyer,9/19,9/21,6.52,0
2455,Colgate University,1.8,Phd,Los Angeles,N/A,0,1,0,0,Data scientist,1/15,1/18,Junior SWE,8/18,8/20,Bus Driver,12/23,1/24,0.93,0
2456,Columbia University,2.0,Phd,Detroit,M,N/A,1,N/A,3,Junior SWE,4/10,4/11,Lawyer,7/15,7/18,Bus Driver,2/17,2/21,6.8,1
2457,Columbia University,2.3,Phd,Miami,F,N/A,0,0,3,Chef,10/14,12/14,ML Engineer,9/22,12/22,Lawyer,3/23,4/23,9.25,1
2458,Colgate University,2.9,Phd,Los Angeles,F,1,0,1,2,Junior SWE,9/18,9/21,Data scientist,1/13,1/14,Lawyer,2/12,2/21,7.16,0
2459,Brown University,3.4,Bachelors,Providence,N/A,1,1,1,3,Chef,6/11,6/16,Bus Driver,9/11,9/17,ML Engineer,6/19,6/20,3.13,0
2460,Colgate University,1.7,Masters,Providence,M,1,0,1,4,Chef,1/12,1/16,Lawyer,7/21,12/21,Bus Driver,1/20,8/20,1.53,0
2461,Columbia University,3.7,Masters,Boston,N/A,N/A,0,N/A,0,Data scientist,2/11,2/14,ML Engineer,6/10,6/16,ML Engineer,8/22,11/22,3.59,0
2462,Columbia University,2.8,Bachelors,New York City,F,N/A,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0
2463,Brown University,2.1,Phd,Washington D.C.,N/A,1,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.18,0
2464,SUNY New Paltz,3.1,Phd,Boston,N/A,0,1,N/A,3,Chef,2/14,2/16,Bus Driver,11/15,11/22,Lawyer,4/11,4/21,5.4,0
2465,Brown University,2.8,Masters,Washington D.C.,N/A,1,1,N/A,4,Junior SWE,5/21,7/21,Data scientist,1/11,1/17,Lawyer,5/23,12/23,6.84,0
2466,Columbia University,2.0,Masters,Chicago,N/A,1,1,N/A,1,Junior SWE,2/14,2/19,Chef,7/13,7/21,Chef,3/10,12/10,6.74,0
2467,Bentley University,3.3,Bachelors,Boston,M,N/A,1,N/A,3,ML Engineer,7/11,7/22,Chef,2/20,2/22,Junior SWE,12/13,12/16,7.34,0
2468,Bentley University,2.1,Bachelors,Detroit,F,0,0,N/A,3,ML Engineer,1/11,1/16,Chef,2/16,2/17,ML Engineer,5/12,5/16,7.98,0
2469,Providence College,3.2,Bachelors,Washington D.C.,N/A,1,0,1,2,Senior SWE,11/15,11/16,Junior SWE,8/14,8/17,Data scientist,9/13,9/18,2.73,0
2470,Providence College,1.7,Masters,Miami,N/A,N/A,0,1,2,ML Engineer,1/16,1/21,Data scientist,1/19,1/20,N/A,N/A,N/A,0.01,0
2471,Rhode Island School of Design,3.8,Masters,Miami,F,N/A,0,N/A,3,Lawyer,11/12,11/21,Chef,9/13,9/16,Senior SWE,2/12,2/13,6.16,0
2472,Colgate University,1.9,Bachelors,Providence,F,1,0,0,3,ML Engineer,5/15,5/19,Junior SWE,6/13,6/18,ML Engineer,5/13,5/15,4.4,1
2473,Providence College,2.1,Phd,Washington D.C.,M,0,1,1,2,Data scientist,10/18,10/19,ML Engineer,7/22,10/22,N/A,N/A,N/A,8.86,0
2474,Rhode Island School of Design,1.3,Bachelors,Detroit,F,0,1,1,0,ML Engineer,5/11,12/11,Senior SWE,6/15,6/20,N/A,N/A,N/A,3.27,0
2475,Providence College,2.6,Masters,New York City,N/A,N/A,0,1,3,Senior SWE,5/16,5/21,ML Engineer,10/20,10/21,Senior SWE,4/16,4/21,5.98,0
2476,Colgate University,3.8,Bachelors,Miami,F,N/A,1,1,0,Chef,10/13,10/22,Data scientist,1/23,12/23,ML Engineer,7/23,11/23,8.07,1
2477,SUNY New Paltz,2.2,Masters,Los Angeles,M,N/A,1,1,1,Bus Driver,12/16,12/21,Data scientist,3/15,9/15,Junior SWE,9/13,9/21,5.2,0
2478,Brown University,2.3,Masters,Chicago,M,N/A,0,1,0,Chef,4/19,4/21,Chef,8/17,11/17,Data scientist,4/11,4/20,2.3,0
2479,Providence College,3.1,Bachelors,Washington D.C.,N/A,1,1,1,0,Chef,12/16,12/22,Bus Driver,9/13,9/17,Data scientist,11/22,12/22,3.57,0
2480,Colgate University,2.9,Phd,Boston,N/A,1,1,0,4,Bus Driver,9/20,9/22,Chef,10/23,11/23,Chef,6/11,6/13,3.84,0
2481,SUNY New Paltz,1.4,Masters,Chicago,F,N/A,1,N/A,2,Junior SWE,4/14,4/21,N/A,N/A,N/A,N/A,N/A,N/A,8.49,1
2482,Brown University,1.9,Masters,Chicago,F,0,1,0,2,Junior SWE,1/15,1/18,Senior SWE,7/10,7/21,Lawyer,6/22,10/22,8.96,1
2483,Columbia University,1.8,Bachelors,Miami,N/A,N/A,0,N/A,1,Chef,6/17,6/21,Lawyer,6/23,7/23,Chef,12/19,1/20,6.82,0
2484,Columbia University,2.0,Masters,Los Angeles,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,0
2485,SUNY New Paltz,1.2,Phd,Detroit,M,N/A,1,1,0,Senior SWE,3/14,3/19,N/A,N/A,N/A,N/A,N/A,N/A,6.01,1
2486,SUNY Binghamton University,3.0,Bachelors,Boston,M,0,0,0,0,Senior SWE,2/15,2/18,Senior SWE,1/22,7/22,Bus Driver,3/23,11/23,1.05,1
2487,Brown University,1.8,Phd,Los Angeles,F,0,1,N/A,0,Junior SWE,6/15,12/15,Bus Driver,6/19,6/20,N/A,N/A,N/A,8.99,0
2488,Bentley University,1.9,Bachelors,Los Angeles,F,0,0,N/A,1,Senior SWE,3/16,7/16,Data scientist,6/17,6/18,Lawyer,1/20,3/20,7.53,0
2489,SUNY Binghamton University,1.4,Bachelors,New York City,M,N/A,1,1,3,ML Engineer,6/23,11/23,Chef,9/12,9/22,ML Engineer,9/15,9/21,8.19,0
2490,SUNY Binghamton University,2.0,Bachelors,Chicago,F,1,1,1,2,Lawyer,4/13,4/19,Data scientist,1/18,1/21,Bus Driver,7/23,8/23,5.67,0
2491,SUNY New Paltz,2.6,Phd,Miami,N/A,N/A,1,N/A,0,ML Engineer,11/22,12/22,ML Engineer,10/16,10/19,Senior SWE,9/18,10/18,2.82,0
2492,SUNY New Paltz,1.6,Masters,Miami,M,0,0,N/A,0,ML Engineer,4/19,4/20,ML Engineer,5/22,7/22,Senior SWE,6/15,6/18,9.55,0
2493,Columbia University,1.4,Masters,New York City,F,0,0,N/A,0,Senior SWE,5/12,5/19,N/A,N/A,N/A,N/A,N/A,N/A,7.57,1
2494,Brown University,1.9,Bachelors,Detroit,M,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.67,1
2495,Colgate University,3.6,Bachelors,Miami,M,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.33,1
2496,SUNY New Paltz,2.7,Masters,Miami,M,N/A,1,N/A,1,Junior SWE,3/17,3/20,ML Engineer,4/21,6/21,Junior SWE,9/18,9/22,6.96,0
2497,Colgate University,1.5,Phd,Los Angeles,N/A,1,1,N/A,0,ML Engineer,3/17,3/21,Senior SWE,10/20,10/21,Lawyer,1/23,10/23,3.98,0
2498,Colgate University,1.2,Bachelors,Detroit,N/A,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.01,0
2499,Brown University,3.5,Phd,Miami,N/A,N/A,0,N/A,2,Chef,6/13,6/19,ML Engineer,7/23,12/23,Bus Driver,10/17,10/20,5.72,0
2500,Colgate University,3.5,Phd,Chicago,N/A,N/A,0,1,0,Senior SWE,6/17,6/21,N/A,N/A,N/A,N/A,N/A,N/A,6.98,0
2501,Rhode Island School of Design,1.9,Masters,Providence,M,1,0,0,1,Senior SWE,12/13,N/A,Bus Driver,5/13,5/22,Data scientist,10/17,10/22,7.89,0
2502,Bentley University,1.9,Bachelors,Boston,F,1,1,0,3,Lawyer,2/11,2/20,Senior SWE,10/22,12/22,ML Engineer,5/22,8/22,7.28,0
2503,Columbia University,2.3,Phd,Miami,N/A,1,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.69,0
2504,SUNY Binghamton University,3.3,Masters,New York City,N/A,N/A,1,N/A,1,Data scientist,6/11,6/20,Lawyer,8/21,12/21,ML Engineer,8/22,9/22,4.72,0
2505,Rhode Island School of Design,3.1,Phd,Los Angeles,N/A,0,1,0,1,Lawyer,12/15,12/17,ML Engineer,6/21,8/21,Senior SWE,10/23,12/23,5.53,0
2506,Bentley University,2.7,Phd,Los Angeles,F,0,0,0,0,Data scientist,12/18,12/20,Lawyer,6/14,6/17,N/A,N/A,N/A,4.23,0
2507,Bentley University,2.7,Bachelors,Los Angeles,N/A,0,0,0,3,Bus Driver,3/13,N/A,Senior SWE,11/13,11/17,Chef,9/15,9/21,8.27,0
2508,SUNY Binghamton University,1.5,Phd,Chicago,F,1,1,N/A,3,Data scientist,8/18,8/20,Bus Driver,2/12,2/21,Bus Driver,10/21,12/21,5.49,0
2509,SUNY Binghamton University,2.4,Phd,Washington D.C.,N/A,N/A,1,0,4,Senior SWE,7/22,12/22,Chef,7/10,7/11,Junior SWE,7/21,10/21,9.71,0
2510,Bentley University,2.0,Phd,Detroit,F,0,1,0,1,Lawyer,10/17,10/22,Chef,12/22,1/23,Senior SWE,11/21,11/22,9.98,1
2511,Bentley University,3.2,Bachelors,Chicago,N/A,N/A,1,N/A,4,Lawyer,9/23,12/23,Bus Driver,7/17,7/21,Bus Driver,6/22,7/22,2.47,0
2512,Colgate University,2.4,Bachelors,Detroit,F,1,0,1,3,Chef,7/13,7/14,Bus Driver,2/13,2/18,Junior SWE,10/11,10/18,4.12,0
2513,Providence College,1.7,Bachelors,Washington D.C.,M,N/A,0,0,4,Bus Driver,12/10,12/19,Lawyer,6/18,6/20,Chef,9/12,11/12,7.52,0
2514,SUNY Binghamton University,1.9,Masters,New York City,F,N/A,1,N/A,0,Senior SWE,8/21,8/22,N/A,N/A,N/A,N/A,N/A,N/A,7.86,1
2515,Brown University,4.0,Phd,Boston,N/A,1,1,1,4,Data scientist,6/19,6/22,Chef,2/13,2/21,Junior SWE,3/19,3/21,7.24,0
2516,Colgate University,1.6,Phd,Boston,N/A,1,1,0,2,Junior SWE,12/19,N/A,Chef,3/21,9/21,Junior SWE,3/16,3/17,1.97,0
2517,Providence College,2.4,Phd,Los Angeles,M,0,1,N/A,3,Junior SWE,7/13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.38,1
2518,Providence College,3.4,Masters,Los Angeles,N/A,1,0,1,2,Bus Driver,3/18,3/20,ML Engineer,7/21,10/21,N/A,N/A,N/A,1.49,0
2519,Columbia University,3.2,Phd,New York City,M,1,1,1,4,Senior SWE,10/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,2.22,1
2520,SUNY Binghamton University,3.2,Masters,Detroit,N/A,0,1,0,1,Lawyer,5/20,5/22,Chef,1/18,1/20,Chef,12/19,1/20,7.56,0
2521,Colgate University,3.8,Masters,Providence,M,0,0,0,0,Chef,2/15,2/21,Data scientist,5/20,9/20,Data scientist,6/16,6/19,5.66,0
2522,Columbia University,2.0,Phd,Los Angeles,F,1,1,0,0,Junior SWE,3/21,3/22,Data scientist,9/13,9/15,Lawyer,2/19,2/22,9.21,0
2523,Providence College,2.9,Bachelors,New York City,F,1,0,1,2,Senior SWE,10/18,10/20,Chef,12/11,12/20,Bus Driver,5/18,5/19,4.84,1
2524,SUNY Binghamton University,1.8,Bachelors,Washington D.C.,N/A,N/A,0,0,1,Lawyer,8/12,8/19,Bus Driver,7/22,8/22,Senior SWE,8/11,8/16,2.1,0
2525,Bentley University,1.8,Masters,New York City,F,N/A,1,0,3,Senior SWE,12/12,12/16,Senior SWE,6/14,6/22,Data scientist,8/23,10/23,9.73,0
2526,Providence College,2.4,Masters,Washington D.C.,N/A,N/A,0,1,0,Bus Driver,7/10,7/12,ML Engineer,9/22,10/22,Data scientist,6/20,12/20,8.25,0
2527,Rhode Island School of Design,1.7,Bachelors,Providence,M,1,0,0,1,Bus Driver,8/21,8/22,Junior SWE,6/13,11/13,Junior SWE,4/22,7/22,1.69,0
2528,SUNY Binghamton University,1.3,Masters,Chicago,F,N/A,0,0,2,Lawyer,6/13,6/16,Lawyer,12/23,1/24,N/A,N/A,N/A,7.11,1
2529,Colgate University,3.6,Masters,Miami,N/A,N/A,0,1,2,Bus Driver,11/17,11/21,Junior SWE,10/20,12/20,Chef,7/11,12/11,5.15,0
2530,Colgate University,1.3,Phd,Chicago,F,N/A,0,N/A,0,Bus Driver,9/23,10/23,Lawyer,8/16,8/18,N/A,N/A,N/A,0.04,0
2531,Providence College,2.6,Masters,New York City,F,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.19,0
2532,Providence College,3.4,Bachelors,Miami,F,0,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.93,0
2533,Providence College,2.4,Phd,Los Angeles,F,1,0,N/A,4,Chef,6/16,6/22,Junior SWE,3/11,3/20,ML Engineer,5/18,5/22,0.91,0
2534,Rhode Island School of Design,2.3,Phd,New York City,N/A,0,0,1,1,ML Engineer,5/12,5/16,Lawyer,10/14,10/16,Chef,7/13,7/16,3.21,0
2535,SUNY New Paltz,2.3,Phd,Boston,N/A,0,1,N/A,0,Junior SWE,6/19,6/21,ML Engineer,12/14,1/15,Lawyer,3/13,3/14,3.12,0
2536,Providence College,2.2,Phd,Los Angeles,N/A,0,0,0,1,Junior SWE,7/11,11/11,Junior SWE,8/16,8/18,Data scientist,7/14,7/17,0.79,0
2537,Colgate University,3.1,Masters,Detroit,M,N/A,1,0,0,Senior SWE,5/19,5/21,ML Engineer,6/14,6/19,N/A,N/A,N/A,5.2,0
2538,Brown University,1.8,Phd,Los Angeles,M,0,1,N/A,2,Junior SWE,12/11,12/18,Data scientist,11/19,11/20,Data scientist,11/12,11/13,8.32,0
2539,Brown University,2.5,Masters,Washington D.C.,N/A,0,0,0,3,Chef,6/13,6/14,Senior SWE,5/19,5/22,ML Engineer,11/12,11/19,3.64,0
2540,Brown University,2.7,Masters,Los Angeles,N/A,1,1,0,4,Bus Driver,8/10,8/16,Junior SWE,2/19,2/22,Chef,1/23,10/23,5.87,0
2541,Bentley University,3.8,Masters,Chicago,M,1,0,N/A,0,Senior SWE,10/10,10/15,Junior SWE,1/16,1/21,ML Engineer,10/11,11/11,0.92,0
2542,Brown University,1.5,Masters,Miami,N/A,0,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.87,0
2543,Columbia University,1.4,Masters,Washington D.C.,M,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.04,1
2544,Columbia University,2.5,Bachelors,Chicago,F,N/A,1,1,2,Data scientist,9/10,N/A,Junior SWE,8/14,8/22,Data scientist,8/20,8/22,6.78,0
2545,SUNY Binghamton University,1.4,Phd,Detroit,M,0,1,N/A,0,Chef,8/20,8/21,ML Engineer,4/20,4/22,Data scientist,4/10,4/17,8.43,0
2546,Bentley University,1.4,Masters,Boston,F,N/A,0,N/A,2,Chef,7/17,11/17,Junior SWE,6/15,7/15,N/A,N/A,N/A,2.57,0
2547,Bentley University,1.7,Phd,Washington D.C.,F,N/A,1,N/A,1,Lawyer,4/12,N/A,Bus Driver,2/11,8/11,Data scientist,1/12,1/16,6.45,0
2548,SUNY Binghamton University,1.4,Masters,Chicago,N/A,1,0,N/A,4,Junior SWE,10/13,10/22,Junior SWE,11/11,11/14,Data scientist,5/23,6/23,8.33,0
