Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
1966,Colgate University,3.0000000000000018,Phd,Detroit,N/A,1,1,1,4,Lawyer,5/12,5/15,ML Engineer,2/15,2/17,Bus Driver,11/23,12/23
1967,Bentley University,1.9000000000000006,Masters,Boston,N/A,1,1,1,4,Data scientist,10/13,10/16,Senior SWE,7/19,7/22,Junior SWE,6/22,11/22
1968,Providence College,3.200000000000002,Bachelors,Washington D.C.,F,0,0,1,3,Bus Driver,4/23,6/23,ML Engineer,3/17,3/18,Bus Driver,10/14,10/18
1969,Rhode Island School of Design,1.8000000000000005,Phd,New York City,M,N/A,0,1,1,Data scientist,6/22,12/22,Junior SWE,6/10,6/12,Chef,9/21,9/22
1970,Columbia University,3.1000000000000014,Phd,Boston,F,N/A,0,N/A,2,Junior SWE,12/11,12/16,N/A,N/A,N/A,N/A,N/A,N/A
1971,Bentley University,1.6000000000000003,Bachelors,Washington D.C.,M,0,0,1,1,Chef,6/15,12/15,ML Engineer,9/17,9/20,Senior SWE,11/13,11/20
1972,Columbia University,2.700000000000001,Bachelors,Detroit,F,1,1,0,1,Junior SWE,2/16,2/18,Junior SWE,6/15,6/17,Bus Driver,6/23,12/23
1973,Brown University,2.1000000000000005,Bachelors,Miami,M,0,0,0,2,Junior SWE,7/14,7/21,Bus Driver,9/23,10/23,Senior SWE,3/10,12/10
1974,Colgate University,2.6000000000000014,Bachelors,New York City,F,1,0,1,0,Bus Driver,12/12,1/13,N/A,N/A,N/A,N/A,N/A,N/A
1975,Columbia University,2.8000000000000016,Masters,Chicago,F,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1976,Columbia University,2.6000000000000014,Masters,Detroit,N/A,N/A,0,1,2,Senior SWE,10/16,10/22,Chef,1/10,1/12,Junior SWE,8/12,8/18
1977,SUNY Binghamton University,3.5000000000000018,Masters,Washington D.C.,M,1,0,1,4,Lawyer,9/13,9/21,Chef,6/17,6/21,Senior SWE,2/13,2/19
1978,Rhode Island School of Design,3.700000000000002,Phd,Los Angeles,M,N/A,1,0,4,Data scientist,4/17,4/19,ML Engineer,10/16,10/19,Lawyer,2/19,2/20
1979,Columbia University,2.000000000000001,Bachelors,Washington D.C.,M,0,1,1,3,Chef,7/21,7/22,Data scientist,4/18,4/19,ML Engineer,4/14,4/16
1980,Rhode Island School of Design,1.4000000000000001,Phd,Detroit,M,1,0,0,1,ML Engineer,1/10,1/12,Bus Driver,2/17,2/21,N/A,N/A,N/A
1981,SUNY Binghamton University,2.6000000000000014,Bachelors,Boston,F,N/A,0,N/A,4,Chef,5/10,5/21,Chef,12/22,1/23,Chef,12/18,1/19
1982,Brown University,3.1000000000000014,Masters,Boston,N/A,N/A,0,0,1,Junior SWE,12/18,12/19,Lawyer,9/16,10/16,Data scientist,3/19,3/21
1983,Bentley University,1.2,Bachelors,Washington D.C.,F,1,1,0,3,Junior SWE,5/12,N/A,Data scientist,6/16,6/18,Junior SWE,12/14,12/17
1984,SUNY New Paltz,3.1000000000000014,Phd,Boston,F,N/A,0,1,0,Lawyer,1/12,1/22,Bus Driver,8/12,8/13,Bus Driver,9/19,9/20
1985,SUNY Binghamton University,1.2,Phd,Detroit,M,0,1,1,0,ML Engineer,2/16,2/19,N/A,N/A,N/A,N/A,N/A,N/A
1986,Colgate University,2.3000000000000007,Phd,Los Angeles,F,N/A,0,0,3,Junior SWE,6/10,6/22,Chef,12/16,12/21,Junior SWE,6/18,11/18
1987,Providence College,3.400000000000002,Bachelors,Miami,M,N/A,1,1,3,Chef,4/16,4/17,Senior SWE,12/16,12/17,Chef,6/11,6/18
1988,Providence College,2.1000000000000005,Bachelors,Providence,N/A,1,0,0,4,ML Engineer,1/20,N/A,Chef,9/21,9/22,Chef,12/13,12/21
1989,Brown University,3.3000000000000016,Phd,Washington D.C.,M,0,1,0,2,Junior SWE,4/19,11/19,Lawyer,12/14,12/16,Data scientist,7/13,7/19
1990,Providence College,2.4000000000000012,Phd,Boston,M,1,0,N/A,1,Chef,2/13,2/19,ML Engineer,3/19,3/20,ML Engineer,5/23,9/23
1991,Bentley University,3.1000000000000014,Masters,Detroit,M,0,0,N/A,2,Chef,6/15,6/20,Senior SWE,9/20,10/20,ML Engineer,8/12,8/22
1992,Rhode Island School of Design,1.4000000000000001,Bachelors,Los Angeles,F,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1993,SUNY Binghamton University,2.700000000000001,Bachelors,Boston,F,N/A,1,0,2,Data scientist,11/15,11/21,Lawyer,6/18,6/22,Data scientist,4/14,4/21
1994,Rhode Island School of Design,3.700000000000002,Masters,Boston,N/A,N/A,0,N/A,0,Chef,9/15,9/16,Bus Driver,10/16,10/17,N/A,N/A,N/A
1995,Brown University,3.400000000000002,Phd,Providence,F,0,0,0,1,Data scientist,12/16,12/19,Senior SWE,3/22,9/22,ML Engineer,6/21,6/22
1996,Columbia University,3.900000000000002,Masters,Washington D.C.,F,1,1,N/A,3,ML Engineer,5/21,5/22,Junior SWE,12/10,12/18,Lawyer,5/14,5/19
1997,SUNY New Paltz,1.8000000000000005,Masters,New York City,N/A,0,0,0,4,Lawyer,4/23,6/23,Lawyer,8/17,8/18,Lawyer,5/16,5/21
1998,Bentley University,2.9000000000000012,Phd,New York City,N/A,1,1,0,0,Chef,6/18,6/21,Chef,4/22,6/22,Bus Driver,11/21,11/22
1999,Providence College,1.5000000000000002,Phd,New York City,M,0,1,1,4,ML Engineer,6/16,6/19,Junior SWE,10/19,10/22,Data scientist,1/17,1/19
2000,Rhode Island School of Design,3.8000000000000025,Masters,New York City,N/A,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001,Colgate University,1.9000000000000006,Masters,Boston,N/A,0,1,0,2,Junior SWE,4/20,N/A,Junior SWE,12/23,1/24,Data scientist,4/14,4/18
2002,Brown University,4.000000000000003,Bachelors,New York City,N/A,1,1,0,0,Chef,12/16,12/20,Chef,5/21,5/22,Bus Driver,9/15,9/19
2003,Providence College,2.4000000000000012,Masters,Miami,N/A,1,0,0,4,Lawyer,8/22,9/22,Chef,10/18,10/19,Senior SWE,12/18,12/21
2004,Brown University,2.500000000000001,Masters,Boston,F,0,1,0,4,Bus Driver,12/12,1/13,Junior SWE,11/16,12/16,Senior SWE,4/13,4/19
2005,Bentley University,1.9000000000000006,Phd,Chicago,F,0,1,N/A,2,Chef,6/21,9/21,Junior SWE,7/23,8/23,Data scientist,5/20,5/21
2006,Rhode Island School of Design,3.8000000000000025,Masters,Providence,M,N/A,1,1,4,Junior SWE,6/11,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007,Providence College,1.7000000000000004,Masters,New York City,N/A,N/A,1,0,2,Senior SWE,5/20,5/22,Chef,10/13,10/17,Junior SWE,4/10,4/21
2008,Columbia University,3.900000000000002,Bachelors,Providence,M,0,1,1,1,Lawyer,11/13,11/16,Chef,8/23,10/23,Bus Driver,10/12,10/15
2009,Brown University,3.6000000000000023,Masters,Chicago,N/A,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2010,SUNY New Paltz,3.8000000000000025,Phd,Detroit,F,0,0,N/A,3,Senior SWE,7/19,N/A,Data scientist,11/22,12/22,Lawyer,5/23,10/23
2011,Bentley University,1.6000000000000003,Phd,Chicago,F,0,0,N/A,2,Bus Driver,11/20,11/22,N/A,N/A,N/A,N/A,N/A,N/A
2012,SUNY Binghamton University,2.8000000000000016,Masters,Miami,F,0,0,N/A,1,Junior SWE,1/13,1/14,Lawyer,6/16,6/21,Junior SWE,5/20,5/21
2013,Colgate University,2.700000000000001,Bachelors,Los Angeles,N/A,N/A,1,N/A,0,Data scientist,9/20,9/21,Senior SWE,12/11,12/18,ML Engineer,5/13,5/19
2014,Rhode Island School of Design,2.200000000000001,Masters,Providence,N/A,0,0,0,0,Data scientist,10/13,10/14,Bus Driver,6/16,10/16,Bus Driver,9/20,9/22
2015,Rhode Island School of Design,4.000000000000003,Phd,Boston,N/A,1,1,1,0,Junior SWE,7/20,7/21,Bus Driver,12/14,12/21,ML Engineer,3/16,3/19
2016,SUNY Binghamton University,1.3,Phd,Washington D.C.,F,1,0,0,0,Chef,12/19,1/20,Bus Driver,12/15,12/20,N/A,N/A,N/A
2017,Providence College,2.700000000000001,Masters,Washington D.C.,N/A,1,0,0,1,Lawyer,4/11,4/19,Bus Driver,9/11,9/19,Chef,11/20,11/22
2018,Colgate University,2.700000000000001,Bachelors,Boston,M,0,0,0,3,Lawyer,4/12,9/12,Junior SWE,12/17,12/20,Bus Driver,9/16,9/20
2019,SUNY Binghamton University,2.9000000000000012,Masters,Washington D.C.,M,N/A,1,N/A,0,Bus Driver,1/21,1/22,Chef,12/10,12/18,Bus Driver,7/14,7/16
2020,Rhode Island School of Design,1.2,Phd,Miami,N/A,0,0,1,1,Bus Driver,10/11,10/19,Data scientist,4/10,4/13,Chef,3/14,3/20
2021,Rhode Island School of Design,3.6000000000000023,Bachelors,Boston,M,0,0,N/A,2,Senior SWE,9/13,11/13,Bus Driver,12/19,12/22,ML Engineer,4/19,6/19
2022,SUNY New Paltz,1.5000000000000002,Phd,Los Angeles,M,1,0,N/A,2,Chef,1/21,5/21,Junior SWE,12/19,12/21,Data scientist,11/12,11/21
2023,SUNY Binghamton University,1.8000000000000005,Phd,Boston,F,1,1,0,1,Chef,1/11,1/16,Lawyer,2/11,9/11,Lawyer,8/21,11/21
2024,Columbia University,3.400000000000002,Bachelors,Miami,N/A,1,0,0,4,Lawyer,5/17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,SUNY Binghamton University,1.5000000000000002,Phd,Boston,N/A,0,0,1,1,Junior SWE,2/13,2/22,Lawyer,12/18,12/20,Data scientist,3/16,9/16
2026,SUNY Binghamton University,1.8000000000000005,Masters,Washington D.C.,N/A,0,1,0,3,Chef,4/17,4/19,Senior SWE,1/21,9/21,ML Engineer,4/10,4/15
2027,Bentley University,2.4000000000000012,Masters,Boston,F,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2028,Bentley University,3.700000000000002,Masters,Boston,N/A,1,0,0,4,Chef,11/19,11/21,Data scientist,2/11,2/14,Chef,11/23,12/23
2029,Brown University,1.6000000000000003,Phd,Boston,N/A,1,0,1,0,Bus Driver,7/19,7/22,Bus Driver,2/11,2/15,Senior SWE,8/22,9/22
2030,SUNY Binghamton University,3.0000000000000018,Phd,Los Angeles,F,N/A,1,1,3,Data scientist,6/19,6/21,Data scientist,10/22,11/22,Senior SWE,10/18,11/18
2031,Colgate University,4.000000000000003,Masters,New York City,N/A,N/A,0,0,4,Bus Driver,8/21,8/22,Junior SWE,10/20,12/20,N/A,N/A,N/A
2032,Rhode Island School of Design,3.1000000000000014,Masters,Detroit,M,0,0,N/A,4,Senior SWE,7/22,9/22,Lawyer,5/20,5/22,Senior SWE,10/10,10/19
2033,SUNY New Paltz,1.4000000000000001,Masters,Detroit,F,0,0,1,0,Junior SWE,8/13,8/21,Data scientist,4/19,4/20,N/A,N/A,N/A
2034,SUNY New Paltz,2.500000000000001,Phd,Boston,M,1,0,0,1,Lawyer,7/15,7/21,Chef,12/19,12/20,Junior SWE,3/14,3/15
2035,SUNY New Paltz,3.8000000000000025,Bachelors,Boston,F,0,0,1,4,Senior SWE,6/12,6/14,Senior SWE,2/15,2/17,Chef,11/17,12/17
2036,Columbia University,2.4000000000000012,Phd,New York City,N/A,N/A,0,1,4,ML Engineer,10/13,10/22,Lawyer,3/17,3/20,Senior SWE,5/22,12/22
2037,Bentley University,3.700000000000002,Masters,Boston,F,0,0,1,2,Chef,8/21,11/21,Data scientist,4/17,4/22,Chef,3/20,3/21
2038,Rhode Island School of Design,1.2,Phd,Providence,F,N/A,1,1,0,Junior SWE,1/10,N/A,Bus Driver,2/19,2/22,Data scientist,11/10,11/16
2039,SUNY New Paltz,3.1000000000000014,Phd,Washington D.C.,M,0,0,N/A,3,ML Engineer,5/21,11/21,ML Engineer,1/21,1/22,Senior SWE,11/21,11/22
2040,Brown University,1.7000000000000004,Phd,Boston,M,1,0,1,4,ML Engineer,2/12,2/14,Junior SWE,7/14,7/19,Chef,10/11,10/18
2041,Colgate University,3.400000000000002,Phd,Los Angeles,F,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2042,Rhode Island School of Design,1.8000000000000005,Phd,Miami,N/A,N/A,0,0,3,ML Engineer,12/15,12/19,Junior SWE,8/10,8/22,ML Engineer,5/23,9/23
2043,Rhode Island School of Design,3.400000000000002,Bachelors,Miami,F,N/A,1,1,0,ML Engineer,7/21,8/21,N/A,N/A,N/A,N/A,N/A,N/A
2044,Brown University,1.4000000000000001,Phd,Washington D.C.,F,0,0,N/A,1,Data scientist,3/22,7/22,Lawyer,3/15,3/16,Chef,3/14,3/19
2045,Rhode Island School of Design,2.4000000000000012,Bachelors,Providence,F,N/A,1,0,4,Bus Driver,12/17,1/18,N/A,N/A,N/A,N/A,N/A,N/A
2046,Bentley University,2.9000000000000012,Phd,Boston,F,0,0,1,1,Data scientist,1/16,1/21,Junior SWE,10/14,10/17,Junior SWE,7/21,7/22
2047,Brown University,2.200000000000001,Phd,Washington D.C.,N/A,0,1,1,3,ML Engineer,10/13,10/16,Bus Driver,11/11,11/17,Bus Driver,2/21,2/22
2048,SUNY New Paltz,2.6000000000000014,Masters,Providence,N/A,0,1,0,0,Data scientist,11/13,12/13,Senior SWE,4/13,4/22,ML Engineer,3/19,3/20
2049,SUNY New Paltz,2.000000000000001,Bachelors,Miami,M,1,0,N/A,3,Data scientist,9/11,9/21,Senior SWE,2/22,4/22,Chef,1/13,1/14
2050,Columbia University,3.5000000000000018,Masters,Providence,F,1,1,0,1,ML Engineer,9/12,9/16,Lawyer,7/23,11/23,Senior SWE,11/15,11/21
2051,SUNY New Paltz,1.4000000000000001,Phd,Miami,F,1,0,0,4,Bus Driver,6/17,9/17,Junior SWE,1/11,1/16,Bus Driver,7/14,7/17
2052,Rhode Island School of Design,1.5000000000000002,Masters,Providence,M,0,1,0,2,Chef,8/20,10/20,Bus Driver,6/16,6/17,Junior SWE,9/20,9/22
2053,Columbia University,2.8000000000000016,Bachelors,Boston,M,0,0,1,2,Data scientist,5/10,5/12,Bus Driver,11/15,11/22,N/A,N/A,N/A
2054,Providence College,2.500000000000001,Masters,New York City,F,0,0,0,3,Junior SWE,1/22,6/22,Senior SWE,2/21,2/22,Lawyer,2/17,2/19
2055,Providence College,2.500000000000001,Bachelors,Miami,N/A,N/A,0,0,4,ML Engineer,10/15,10/18,Chef,12/14,12/20,Junior SWE,8/15,8/20
2056,SUNY Binghamton University,3.700000000000002,Bachelors,Los Angeles,N/A,N/A,1,0,1,Junior SWE,2/19,2/20,Data scientist,10/23,11/23,Bus Driver,3/14,3/16
2057,Providence College,2.8000000000000016,Masters,Miami,M,N/A,1,1,2,Data scientist,11/16,11/19,Senior SWE,4/21,4/22,Data scientist,12/22,1/23
2058,Bentley University,3.8000000000000025,Phd,Los Angeles,F,1,1,1,4,Lawyer,11/21,12/21,Lawyer,4/14,4/15,Junior SWE,1/17,1/22
2059,Providence College,1.6000000000000003,Phd,New York City,N/A,N/A,1,1,1,Junior SWE,8/15,8/20,Bus Driver,1/20,1/21,N/A,N/A,N/A
2060,Brown University,2.500000000000001,Phd,Washington D.C.,M,N/A,1,N/A,4,Bus Driver,12/10,1/11,Junior SWE,9/20,10/20,Chef,9/19,9/21
2061,Bentley University,2.9000000000000012,Bachelors,Washington D.C.,F,N/A,1,N/A,2,Junior SWE,6/17,6/20,N/A,N/A,N/A,N/A,N/A,N/A
2062,Rhode Island School of Design,2.200000000000001,Phd,Washington D.C.,M,N/A,1,1,4,Senior SWE,4/20,4/21,Junior SWE,1/19,12/19,Bus Driver,6/14,6/16
2063,Columbia University,2.500000000000001,Bachelors,Boston,M,1,0,0,2,Bus Driver,3/22,10/22,Bus Driver,10/18,10/22,ML Engineer,2/10,2/14
2064,Colgate University,2.9000000000000012,Phd,Boston,F,1,1,1,2,Lawyer,2/13,2/16,N/A,N/A,N/A,N/A,N/A,N/A
2065,Rhode Island School of Design,2.700000000000001,Phd,Boston,N/A,N/A,0,N/A,2,Bus Driver,12/10,12/21,Chef,3/18,3/19,Senior SWE,10/10,10/20
2066,Providence College,3.400000000000002,Bachelors,Miami,M,0,1,1,2,Senior SWE,6/23,9/23,ML Engineer,1/23,10/23,Junior SWE,4/14,4/16
2067,Rhode Island School of Design,2.200000000000001,Bachelors,Detroit,F,0,1,1,3,Bus Driver,9/19,11/19,ML Engineer,2/20,5/20,Lawyer,3/21,3/22
2068,Providence College,1.9000000000000006,Phd,Washington D.C.,M,1,1,1,4,Chef,7/20,9/20,Chef,1/19,1/22,Senior SWE,3/12,3/19
2069,Rhode Island School of Design,2.700000000000001,Phd,Los Angeles,M,0,1,0,1,Data scientist,11/18,11/22,Lawyer,12/14,12/20,N/A,N/A,N/A
2070,Providence College,3.6000000000000023,Masters,Detroit,N/A,N/A,0,1,3,Junior SWE,6/16,6/18,ML Engineer,4/11,4/15,Bus Driver,4/16,4/17
2071,Columbia University,1.8000000000000005,Masters,Detroit,M,0,0,0,1,Bus Driver,12/22,1/23,Bus Driver,12/21,12/22,N/A,N/A,N/A
2072,Rhode Island School of Design,2.500000000000001,Phd,New York City,F,1,1,1,1,Lawyer,1/15,1/19,Senior SWE,12/19,12/21,ML Engineer,9/16,9/21
2073,SUNY New Paltz,2.4000000000000012,Bachelors,Los Angeles,N/A,1,1,1,4,Senior SWE,5/11,N/A,Bus Driver,6/20,6/21,Data scientist,1/20,2/20
2074,Columbia University,1.7000000000000004,Bachelors,Detroit,M,1,0,0,3,Bus Driver,6/12,6/18,N/A,N/A,N/A,N/A,N/A,N/A
2075,Providence College,3.700000000000002,Phd,Los Angeles,M,N/A,1,N/A,3,Senior SWE,8/22,9/22,N/A,N/A,N/A,N/A,N/A,N/A
2076,Bentley University,2.700000000000001,Bachelors,Detroit,M,1,0,N/A,3,Chef,11/12,11/16,Data scientist,9/15,9/21,Data scientist,3/13,3/22
2077,SUNY New Paltz,1.2,Bachelors,Providence,M,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2078,Providence College,2.200000000000001,Bachelors,Detroit,N/A,0,0,0,4,Lawyer,1/19,1/20,N/A,N/A,N/A,N/A,N/A,N/A
2079,Providence College,3.6000000000000023,Bachelors,Los Angeles,N/A,N/A,1,1,2,Junior SWE,3/22,12/22,Junior SWE,8/15,8/16,ML Engineer,10/10,10/22
2080,SUNY Binghamton University,2.6000000000000014,Masters,New York City,M,0,1,N/A,4,Junior SWE,12/11,12/19,Junior SWE,2/12,2/13,Data scientist,12/17,12/21
2081,Rhode Island School of Design,3.0000000000000018,Phd,Chicago,F,1,0,N/A,3,Junior SWE,3/21,4/21,Senior SWE,4/16,4/18,Bus Driver,7/15,7/18
2082,Rhode Island School of Design,2.500000000000001,Masters,New York City,F,0,0,0,0,Bus Driver,7/12,7/14,ML Engineer,2/18,2/22,Bus Driver,1/20,1/22
2083,Columbia University,3.1000000000000014,Bachelors,Detroit,F,1,1,N/A,3,Bus Driver,10/22,N/A,Chef,6/15,6/22,Bus Driver,10/17,10/22
2084,Rhode Island School of Design,1.9000000000000006,Phd,Providence,M,0,1,0,3,Data scientist,12/12,12/16,ML Engineer,10/10,10/13,Lawyer,12/16,12/19
2085,SUNY New Paltz,4.000000000000003,Phd,Providence,N/A,N/A,0,0,4,Chef,1/17,1/18,Lawyer,2/15,2/16,Junior SWE,3/12,9/12
2086,Rhode Island School of Design,2.8000000000000016,Bachelors,Chicago,N/A,N/A,1,0,4,Data scientist,6/17,6/22,Senior SWE,7/14,7/19,Lawyer,11/20,11/22
2087,Columbia University,1.8000000000000005,Masters,Providence,F,0,0,N/A,3,Data scientist,10/22,11/22,Lawyer,6/18,6/19,ML Engineer,8/12,8/21
2088,Rhode Island School of Design,1.3,Masters,Detroit,F,N/A,1,1,0,Bus Driver,2/12,2/21,Bus Driver,5/22,9/22,Data scientist,7/21,8/21
2089,Brown University,2.9000000000000012,Phd,Boston,M,0,1,1,1,Bus Driver,6/18,6/19,ML Engineer,12/17,12/20,Data scientist,1/19,1/20
2090,Bentley University,1.4000000000000001,Phd,New York City,N/A,1,1,1,4,ML Engineer,6/12,6/15,Senior SWE,2/19,2/21,Senior SWE,4/19,4/21
2091,Brown University,2.1000000000000005,Bachelors,Detroit,N/A,N/A,1,N/A,3,ML Engineer,7/18,7/20,Chef,10/11,10/21,Senior SWE,8/19,8/21
2092,Rhode Island School of Design,3.0000000000000018,Phd,Miami,N/A,0,1,N/A,1,Junior SWE,2/23,6/23,Chef,8/18,8/21,Bus Driver,6/14,6/22
2093,SUNY New Paltz,3.700000000000002,Bachelors,Providence,F,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2094,SUNY Binghamton University,3.200000000000002,Bachelors,Los Angeles,N/A,N/A,0,0,4,Data scientist,5/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A
2095,Bentley University,3.3000000000000016,Masters,Los Angeles,N/A,0,0,N/A,3,Chef,1/11,N/A,Chef,7/10,7/17,Data scientist,3/18,3/19
2096,Rhode Island School of Design,2.500000000000001,Phd,Boston,M,N/A,1,0,4,Chef,4/22,7/22,ML Engineer,7/17,7/19,Senior SWE,4/23,12/23
2097,Brown University,2.8000000000000016,Phd,Providence,M,0,1,0,1,Senior SWE,9/14,9/20,Bus Driver,4/21,7/21,Senior SWE,3/21,3/22
2098,Columbia University,2.6000000000000014,Masters,Los Angeles,M,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2099,Providence College,3.3000000000000016,Masters,New York City,N/A,1,0,0,3,Bus Driver,6/13,6/22,Junior SWE,11/20,11/22,Bus Driver,10/14,10/22
2100,Providence College,3.5000000000000018,Masters,Providence,M,1,0,0,1,ML Engineer,1/12,1/17,N/A,N/A,N/A,N/A,N/A,N/A
2101,Rhode Island School of Design,2.1000000000000005,Masters,Chicago,F,0,1,1,4,Chef,11/16,11/17,Junior SWE,7/14,7/21,Bus Driver,5/22,8/22
2102,Columbia University,3.6000000000000023,Masters,Washington D.C.,N/A,1,1,0,1,Junior SWE,9/17,9/18,Data scientist,12/19,12/20,Data scientist,4/11,4/12
2103,Providence College,3.400000000000002,Bachelors,Washington D.C.,M,0,0,0,3,Senior SWE,3/23,6/23,Senior SWE,6/13,6/20,Junior SWE,8/18,8/22
2104,Colgate University,3.3000000000000016,Phd,Chicago,M,N/A,1,N/A,2,Chef,10/17,10/19,Chef,7/12,7/22,N/A,N/A,N/A
2105,Bentley University,3.3000000000000016,Bachelors,Miami,N/A,N/A,0,N/A,3,ML Engineer,10/20,11/20,Data scientist,4/22,9/22,Bus Driver,2/17,2/22
2106,Providence College,1.5000000000000002,Masters,Providence,F,1,0,N/A,0,Junior SWE,8/16,8/22,ML Engineer,12/12,12/14,Senior SWE,5/18,5/22
2107,Colgate University,3.5000000000000018,Bachelors,New York City,M,0,1,1,1,ML Engineer,3/16,3/17,Lawyer,9/20,12/20,Chef,10/14,12/14
2108,Bentley University,2.8000000000000016,Phd,Los Angeles,N/A,0,0,N/A,4,Lawyer,3/11,3/19,Lawyer,1/11,1/19,Lawyer,6/21,11/21
2109,Bentley University,2.1000000000000005,Masters,Washington D.C.,M,0,0,N/A,0,Chef,5/18,11/18,ML Engineer,7/19,7/21,ML Engineer,10/20,10/21
2110,Brown University,1.5000000000000002,Masters,Miami,F,0,0,0,3,Bus Driver,7/21,7/22,Data scientist,8/11,8/17,Bus Driver,11/16,11/17
2111,Columbia University,2.700000000000001,Bachelors,Miami,N/A,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2112,Colgate University,2.1000000000000005,Bachelors,Detroit,N/A,1,0,0,1,Junior SWE,10/13,11/13,Lawyer,8/23,12/23,ML Engineer,7/10,7/13
2113,Brown University,1.4000000000000001,Phd,Washington D.C.,F,N/A,0,1,4,Lawyer,1/18,1/21,ML Engineer,4/16,4/20,N/A,N/A,N/A
2114,Columbia University,2.700000000000001,Masters,Los Angeles,N/A,N/A,1,N/A,2,Lawyer,11/21,12/21,Bus Driver,1/20,6/20,Chef,10/17,10/19
2115,Columbia University,3.5000000000000018,Phd,Boston,F,0,0,N/A,3,Chef,3/18,3/19,Chef,10/18,10/19,Bus Driver,2/22,7/22
2116,Colgate University,2.700000000000001,Bachelors,Los Angeles,N/A,N/A,1,0,2,Junior SWE,9/15,9/17,ML Engineer,7/13,7/17,Data scientist,3/20,3/22
2117,Brown University,2.8000000000000016,Phd,Los Angeles,F,N/A,1,0,3,Chef,2/17,2/18,N/A,N/A,N/A,N/A,N/A,N/A
2118,Rhode Island School of Design,3.8000000000000025,Masters,Miami,N/A,N/A,1,0,0,Junior SWE,3/20,3/21,Data scientist,12/22,1/23,N/A,N/A,N/A
2119,SUNY Binghamton University,2.000000000000001,Phd,Detroit,M,1,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2120,Providence College,2.9000000000000012,Phd,Los Angeles,M,1,0,0,3,Bus Driver,2/18,2/22,Senior SWE,12/23,1/24,Lawyer,6/10,6/17
2121,Colgate University,1.9000000000000006,Phd,Los Angeles,N/A,1,1,N/A,3,Senior SWE,9/18,9/22,ML Engineer,5/16,5/19,Data scientist,2/12,2/18
2122,SUNY New Paltz,2.8000000000000016,Bachelors,Chicago,F,1,1,1,2,Chef,3/15,3/21,Junior SWE,1/22,6/22,Junior SWE,8/10,8/14
2123,SUNY Binghamton University,3.6000000000000023,Phd,Detroit,M,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2124,Colgate University,2.9000000000000012,Phd,Detroit,F,1,1,N/A,3,Senior SWE,9/15,9/21,Junior SWE,6/14,6/19,Data scientist,5/23,7/23
2125,SUNY Binghamton University,4.000000000000003,Bachelors,Washington D.C.,N/A,N/A,0,N/A,2,Lawyer,4/10,4/21,Senior SWE,2/13,2/14,N/A,N/A,N/A
2126,Providence College,1.3,Bachelors,Providence,N/A,0,0,N/A,3,Bus Driver,1/21,1/22,Lawyer,5/18,5/19,Senior SWE,11/14,11/20
2127,SUNY New Paltz,3.900000000000002,Phd,Providence,F,0,0,1,0,Data scientist,10/16,10/18,Junior SWE,7/17,7/20,Bus Driver,4/22,9/22
2128,SUNY New Paltz,2.1000000000000005,Bachelors,Providence,F,N/A,0,0,3,Junior SWE,4/17,5/17,Data scientist,7/14,7/19,Bus Driver,10/11,10/16
2129,Columbia University,3.200000000000002,Masters,New York City,N/A,N/A,0,0,0,Chef,1/20,11/20,Bus Driver,10/19,10/21,Bus Driver,8/14,8/22
2130,Providence College,1.4000000000000001,Masters,Chicago,N/A,0,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2131,Bentley University,3.200000000000002,Phd,Los Angeles,F,1,1,1,4,Senior SWE,2/11,2/14,Bus Driver,6/22,12/22,ML Engineer,12/15,12/17
2132,Columbia University,4.000000000000003,Phd,Miami,N/A,N/A,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2133,Bentley University,3.3000000000000016,Bachelors,Washington D.C.,M,0,0,0,2,ML Engineer,9/21,10/21,Junior SWE,2/22,5/22,Bus Driver,10/15,11/15
