Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
2383,SUNY Binghamton University,2.8000000000000016,Bachelors,New York City,N/A,1,0,1,3,Data scientist,1/16,1/19,Data scientist,10/18,12/18,Senior SWE,1/17,6/17
2384,Providence College,2.8000000000000016,Masters,Los Angeles,N/A,1,0,0,3,Lawyer,6/23,12/23,ML Engineer,9/19,9/21,Bus Driver,5/16,5/18
2385,Bentley University,1.6000000000000003,Masters,Providence,N/A,N/A,0,1,1,Lawyer,10/14,N/A,Bus Driver,6/14,6/17,Data scientist,5/17,5/22
2386,Brown University,3.6000000000000023,Bachelors,Chicago,N/A,1,0,N/A,4,ML Engineer,5/15,5/18,ML Engineer,11/20,11/21,Lawyer,8/23,9/23
2387,Brown University,2.1000000000000005,Phd,Los Angeles,M,N/A,1,N/A,2,ML Engineer,6/11,N/A,Lawyer,10/15,10/16,Chef,11/18,11/20
2388,SUNY New Paltz,3.400000000000002,Phd,Boston,F,1,1,N/A,0,Bus Driver,4/16,4/21,N/A,N/A,N/A,N/A,N/A,N/A
2389,Brown University,2.3000000000000007,Bachelors,New York City,N/A,N/A,0,0,3,Junior SWE,12/19,12/20,Lawyer,10/23,12/23,ML Engineer,9/20,9/22
2390,Brown University,3.400000000000002,Masters,Chicago,M,1,1,1,4,Chef,3/17,3/21,Senior SWE,3/11,3/16,Chef,10/21,11/21
2391,Providence College,1.9000000000000006,Masters,New York City,M,1,1,1,4,Bus Driver,12/15,12/19,Bus Driver,11/16,11/17,ML Engineer,9/14,9/19
2392,Brown University,1.9000000000000006,Phd,Washington D.C.,F,1,0,0,3,Data scientist,3/18,N/A,Chef,1/18,9/18,N/A,N/A,N/A
2393,Brown University,2.3000000000000007,Phd,Detroit,M,0,0,1,4,Chef,6/19,6/21,Chef,2/22,7/22,Lawyer,8/14,8/19
2394,Rhode Island School of Design,3.8000000000000025,Masters,Washington D.C.,M,1,1,0,4,Junior SWE,1/23,2/23,Bus Driver,7/18,7/20,Lawyer,3/19,3/20
2395,Providence College,1.6000000000000003,Masters,Los Angeles,M,1,0,N/A,2,Senior SWE,7/16,7/17,Senior SWE,3/13,3/19,Bus Driver,4/18,12/18
2396,Providence College,3.400000000000002,Bachelors,Chicago,F,N/A,1,1,0,Senior SWE,2/13,2/15,Lawyer,2/12,2/22,Lawyer,8/17,8/19
2397,Colgate University,3.200000000000002,Phd,Detroit,F,1,1,N/A,3,Senior SWE,9/17,9/22,Junior SWE,6/18,7/18,Senior SWE,7/19,11/19
2398,Providence College,1.3,Phd,Chicago,F,N/A,0,N/A,4,Bus Driver,9/18,N/A,Junior SWE,3/18,3/22,Lawyer,5/22,10/22
2399,Bentley University,2.1000000000000005,Phd,New York City,N/A,N/A,1,0,0,Bus Driver,12/17,12/20,Data scientist,6/14,6/17,Chef,10/12,10/16
2400,Bentley University,1.3,Masters,Chicago,N/A,N/A,1,N/A,3,Bus Driver,3/15,3/22,Junior SWE,1/14,1/22,Senior SWE,7/10,7/11
2401,Columbia University,1.2,Masters,Boston,N/A,0,0,N/A,0,Lawyer,6/22,11/22,Senior SWE,12/23,1/24,Lawyer,11/20,11/21
2402,Rhode Island School of Design,3.200000000000002,Phd,Boston,F,1,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2403,SUNY Binghamton University,1.7000000000000004,Masters,Miami,M,1,0,N/A,0,Lawyer,3/18,6/18,N/A,N/A,N/A,N/A,N/A,N/A
2404,Columbia University,2.200000000000001,Phd,Detroit,N/A,0,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2405,Brown University,1.6000000000000003,Bachelors,Miami,M,1,0,N/A,4,Junior SWE,12/16,12/17,Senior SWE,11/11,11/19,N/A,N/A,N/A
2406,Brown University,2.8000000000000016,Bachelors,Boston,M,N/A,1,1,0,ML Engineer,11/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2407,Providence College,4.000000000000003,Phd,New York City,F,N/A,1,0,3,Senior SWE,4/19,4/22,Lawyer,3/18,3/22,Chef,9/11,9/15
2408,Rhode Island School of Design,2.8000000000000016,Phd,Detroit,F,1,1,0,0,Data scientist,7/16,7/21,Bus Driver,3/13,3/16,Chef,5/17,11/17
2409,SUNY Binghamton University,2.500000000000001,Bachelors,Providence,M,N/A,1,0,4,Data scientist,9/23,12/23,Chef,11/18,11/22,Junior SWE,4/20,7/20
2410,Bentley University,1.9000000000000006,Bachelors,Detroit,N/A,1,0,N/A,4,Data scientist,1/14,1/21,Chef,6/21,6/22,ML Engineer,8/12,8/20
2411,Brown University,2.200000000000001,Masters,Chicago,M,1,0,1,4,Chef,8/18,8/20,Bus Driver,4/15,4/22,Chef,8/22,12/22
2412,Providence College,2.000000000000001,Masters,Detroit,F,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2413,Columbia University,1.5000000000000002,Phd,Detroit,M,1,1,1,4,Senior SWE,6/11,N/A,Lawyer,2/19,2/22,N/A,N/A,N/A
2414,Bentley University,3.3000000000000016,Bachelors,Miami,M,1,0,0,1,Data scientist,1/20,1/21,ML Engineer,10/23,11/23,Chef,12/10,12/19
2415,SUNY New Paltz,2.000000000000001,Phd,New York City,N/A,1,1,0,2,Lawyer,7/17,7/22,N/A,N/A,N/A,N/A,N/A,N/A
2416,Rhode Island School of Design,3.400000000000002,Masters,Miami,N/A,N/A,0,N/A,1,Lawyer,8/18,8/20,Junior SWE,7/17,7/20,Bus Driver,11/15,11/18
2417,Providence College,1.8000000000000005,Masters,Washington D.C.,M,1,0,1,3,ML Engineer,9/18,9/22,Data scientist,2/17,9/17,Lawyer,1/16,1/22
2418,Rhode Island School of Design,2.000000000000001,Masters,Providence,M,1,1,0,4,Senior SWE,3/13,3/19,Bus Driver,7/20,7/22,Junior SWE,5/18,5/22
2419,Rhode Island School of Design,3.200000000000002,Masters,Detroit,F,N/A,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2420,Colgate University,3.3000000000000016,Bachelors,Chicago,F,N/A,1,1,2,Data scientist,9/14,9/16,Senior SWE,11/14,11/15,Bus Driver,4/11,4/22
2421,SUNY New Paltz,2.500000000000001,Phd,New York City,F,N/A,1,0,4,Chef,2/19,2/22,Chef,6/12,6/18,Data scientist,2/13,2/15
2422,Brown University,3.6000000000000023,Bachelors,Los Angeles,F,0,1,0,4,ML Engineer,6/12,9/12,ML Engineer,4/21,5/21,Lawyer,1/21,8/21
2423,SUNY Binghamton University,2.8000000000000016,Masters,Miami,M,1,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2424,Providence College,2.4000000000000012,Masters,Boston,F,N/A,1,0,2,Data scientist,9/15,9/19,Chef,7/14,7/19,Bus Driver,10/10,10/18
2425,SUNY Binghamton University,3.6000000000000023,Bachelors,Los Angeles,F,N/A,0,0,1,Lawyer,12/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A
2426,Bentley University,2.6000000000000014,Phd,Chicago,F,0,0,1,0,ML Engineer,10/15,N/A,Chef,11/22,12/22,Chef,11/21,11/22
2427,Providence College,1.9000000000000006,Masters,Washington D.C.,F,0,0,N/A,2,Bus Driver,10/20,10/21,Data scientist,1/17,1/19,Senior SWE,4/12,4/17
2428,Rhode Island School of Design,3.0000000000000018,Phd,New York City,F,1,0,1,4,Junior SWE,7/19,N/A,Chef,8/12,8/21,Lawyer,7/12,7/16
2429,Bentley University,3.5000000000000018,Bachelors,Los Angeles,N/A,0,0,0,3,Senior SWE,8/23,10/23,ML Engineer,10/12,10/18,ML Engineer,2/13,2/15
2430,Providence College,2.000000000000001,Phd,Chicago,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2431,Brown University,4.000000000000003,Masters,Chicago,F,0,1,0,2,Senior SWE,9/20,9/21,Junior SWE,4/12,4/18,Bus Driver,3/10,3/17
2432,SUNY New Paltz,3.3000000000000016,Masters,Boston,M,N/A,0,N/A,1,Chef,9/18,9/19,ML Engineer,9/21,9/22,Lawyer,6/10,6/20
2433,Brown University,2.4000000000000012,Phd,New York City,F,0,1,1,4,ML Engineer,1/16,1/20,ML Engineer,7/11,7/12,N/A,N/A,N/A
2434,SUNY New Paltz,2.200000000000001,Masters,Chicago,N/A,1,0,0,1,Junior SWE,11/15,11/22,Chef,3/19,3/22,Bus Driver,2/21,12/21
2435,Colgate University,1.4000000000000001,Bachelors,Chicago,F,N/A,1,1,3,Lawyer,8/21,11/21,Data scientist,12/16,12/17,Data scientist,10/23,11/23
2436,Columbia University,2.1000000000000005,Bachelors,Boston,F,0,0,N/A,3,Data scientist,1/19,1/22,Data scientist,12/18,12/20,Lawyer,4/23,5/23
2437,SUNY Binghamton University,1.4000000000000001,Bachelors,Boston,N/A,N/A,1,0,3,Bus Driver,12/12,12/22,Senior SWE,6/20,6/21,Lawyer,7/14,7/16
2438,Colgate University,2.000000000000001,Masters,Los Angeles,F,N/A,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2439,Bentley University,1.3,Phd,Miami,M,0,1,1,2,Junior SWE,10/16,12/16,Chef,5/20,10/20,Chef,6/19,6/20
2440,Bentley University,3.5000000000000018,Masters,Washington D.C.,M,0,0,1,1,Lawyer,6/15,6/21,Lawyer,8/15,8/21,ML Engineer,9/20,9/22
2441,Rhode Island School of Design,2.1000000000000005,Masters,Miami,M,N/A,0,0,2,Data scientist,3/17,3/18,N/A,N/A,N/A,N/A,N/A,N/A
2442,Providence College,1.7000000000000004,Masters,Boston,F,N/A,0,N/A,1,Data scientist,1/15,7/15,Junior SWE,5/21,5/22,ML Engineer,1/18,1/19
2443,Colgate University,3.0000000000000018,Phd,Washington D.C.,M,N/A,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2444,Brown University,3.5000000000000018,Bachelors,Detroit,M,1,0,0,1,ML Engineer,3/14,3/16,Lawyer,4/14,4/18,ML Engineer,6/10,6/18
2445,Providence College,2.700000000000001,Phd,Boston,M,N/A,1,1,3,Data scientist,11/19,11/22,Junior SWE,4/16,8/16,Junior SWE,11/13,11/14
2446,Bentley University,2.8000000000000016,Phd,Washington D.C.,N/A,N/A,0,0,3,Senior SWE,8/21,8/22,Junior SWE,8/10,8/13,Bus Driver,4/16,4/17
2447,Brown University,2.000000000000001,Masters,Washington D.C.,N/A,N/A,0,N/A,0,Lawyer,6/13,6/17,Data scientist,7/17,10/17,Senior SWE,9/18,9/20
2448,Brown University,2.700000000000001,Masters,Washington D.C.,N/A,N/A,0,0,3,Bus Driver,4/22,9/22,ML Engineer,3/21,8/21,Data scientist,5/18,6/18
2449,SUNY New Paltz,3.200000000000002,Bachelors,Chicago,N/A,0,0,1,0,Lawyer,5/11,5/16,ML Engineer,9/10,9/20,Lawyer,2/22,7/22
2450,SUNY Binghamton University,2.9000000000000012,Phd,Boston,F,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2451,Columbia University,3.400000000000002,Bachelors,Detroit,F,1,1,0,1,Chef,10/13,10/22,N/A,N/A,N/A,N/A,N/A,N/A
2452,Brown University,1.3,Bachelors,Detroit,F,N/A,1,N/A,4,Senior SWE,7/11,7/20,Senior SWE,1/18,1/21,N/A,N/A,N/A
2453,Bentley University,2.200000000000001,Phd,Los Angeles,N/A,0,0,N/A,3,Bus Driver,4/14,4/22,Junior SWE,2/10,2/15,Senior SWE,8/13,8/22
2454,SUNY New Paltz,3.1000000000000014,Phd,Boston,N/A,0,1,0,2,ML Engineer,1/13,1/21,Data scientist,12/12,12/20,Senior SWE,5/20,6/20
2455,Bentley University,3.6000000000000023,Masters,Miami,N/A,0,0,N/A,3,Bus Driver,5/11,5/18,Lawyer,12/12,12/14,Chef,7/20,7/21
2456,Colgate University,2.6000000000000014,Bachelors,New York City,N/A,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2457,SUNY New Paltz,2.1000000000000005,Masters,New York City,N/A,N/A,0,N/A,1,Bus Driver,10/15,N/A,Data scientist,8/19,8/21,Senior SWE,5/19,5/22
2458,Providence College,3.0000000000000018,Phd,Boston,N/A,1,1,1,1,Bus Driver,8/18,9/18,Data scientist,4/14,4/22,Junior SWE,12/18,1/19
2459,Providence College,3.700000000000002,Bachelors,Chicago,M,1,1,N/A,1,Bus Driver,1/19,1/20,Junior SWE,12/15,12/17,Junior SWE,8/10,8/21
2460,Bentley University,4.000000000000003,Bachelors,Providence,N/A,0,0,0,3,Bus Driver,12/18,12/19,Bus Driver,9/14,9/21,Senior SWE,5/19,5/21
2461,Providence College,3.200000000000002,Bachelors,Los Angeles,M,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2462,Brown University,1.2,Phd,Boston,M,1,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2463,Colgate University,1.4000000000000001,Masters,Miami,M,0,1,0,0,Data scientist,1/15,1/17,N/A,N/A,N/A,N/A,N/A,N/A
2464,SUNY New Paltz,3.0000000000000018,Phd,Chicago,N/A,0,0,0,4,Data scientist,5/10,5/18,Junior SWE,8/21,9/21,ML Engineer,2/15,2/22
2465,SUNY Binghamton University,2.4000000000000012,Bachelors,Miami,M,0,1,N/A,1,Chef,8/12,8/20,ML Engineer,10/22,12/22,Senior SWE,7/11,7/18
2466,Rhode Island School of Design,1.8000000000000005,Bachelors,Chicago,F,0,0,1,2,Lawyer,6/19,6/22,Chef,11/22,12/22,ML Engineer,1/22,7/22
2467,Brown University,2.9000000000000012,Phd,Boston,M,0,1,N/A,2,Chef,2/13,2/21,Lawyer,1/19,1/22,Lawyer,9/10,9/19
2468,Colgate University,2.200000000000001,Masters,Detroit,F,N/A,1,N/A,1,ML Engineer,5/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A
2469,Providence College,2.000000000000001,Bachelors,Boston,M,1,1,0,4,ML Engineer,1/22,6/22,Lawyer,1/15,1/18,Junior SWE,7/20,7/21
2470,SUNY New Paltz,3.5000000000000018,Masters,Detroit,M,0,0,0,1,ML Engineer,9/22,10/22,Chef,4/17,4/21,Data scientist,6/20,6/21
2471,SUNY Binghamton University,1.6000000000000003,Bachelors,Los Angeles,F,0,0,0,1,Junior SWE,10/17,10/20,Senior SWE,5/14,10/14,ML Engineer,11/17,11/21
2472,SUNY New Paltz,1.2,Masters,Detroit,F,1,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2473,Bentley University,3.3000000000000016,Masters,New York City,N/A,N/A,1,0,0,Data scientist,2/22,3/22,Senior SWE,1/11,1/19,Bus Driver,6/11,6/15
2474,Rhode Island School of Design,3.3000000000000016,Masters,Detroit,N/A,N/A,0,N/A,3,Junior SWE,6/22,12/22,ML Engineer,3/11,3/13,Senior SWE,11/22,12/22
2475,Bentley University,2.9000000000000012,Phd,Chicago,F,N/A,1,0,2,Chef,2/14,2/20,ML Engineer,4/23,8/23,N/A,N/A,N/A
2476,Rhode Island School of Design,2.200000000000001,Phd,Chicago,N/A,1,1,0,1,Senior SWE,6/13,N/A,Chef,9/11,9/19,Senior SWE,2/15,2/16
2477,SUNY New Paltz,1.8000000000000005,Phd,Providence,F,1,1,1,1,ML Engineer,1/10,1/13,Senior SWE,9/12,9/15,Lawyer,4/17,4/18
2478,Bentley University,2.500000000000001,Bachelors,Miami,N/A,1,0,0,2,Junior SWE,2/17,2/20,Senior SWE,8/15,8/19,Junior SWE,3/14,8/14
2479,SUNY New Paltz,3.400000000000002,Phd,Detroit,F,N/A,0,0,3,Chef,9/21,9/22,Junior SWE,2/16,2/18,Junior SWE,1/14,1/20
2480,Providence College,1.5000000000000002,Phd,Providence,F,0,0,1,2,Senior SWE,4/20,4/21,Senior SWE,3/15,3/19,Data scientist,11/13,11/22
2481,Rhode Island School of Design,1.4000000000000001,Masters,Boston,F,N/A,1,1,2,Lawyer,10/21,12/21,Lawyer,5/19,6/19,Bus Driver,11/17,11/19
2482,Bentley University,2.500000000000001,Bachelors,New York City,M,0,0,1,0,Data scientist,11/16,11/22,Senior SWE,9/14,9/19,Junior SWE,6/12,6/21
2483,Providence College,3.8000000000000025,Masters,Boston,M,0,1,1,4,ML Engineer,10/10,10/18,Chef,9/11,9/18,Senior SWE,1/22,9/22
2484,Columbia University,3.8000000000000025,Masters,Chicago,M,1,0,0,2,ML Engineer,3/19,3/21,Chef,12/23,1/24,Senior SWE,11/12,11/20
2485,Providence College,3.1000000000000014,Masters,Providence,N/A,N/A,0,1,4,Chef,8/21,8/22,ML Engineer,11/17,11/22,Bus Driver,9/12,9/16
2486,Providence College,2.1000000000000005,Bachelors,Detroit,F,1,0,N/A,2,Bus Driver,4/13,4/20,Lawyer,9/18,9/21,Bus Driver,6/21,6/22
2487,Bentley University,1.6000000000000003,Phd,Washington D.C.,M,N/A,1,N/A,0,ML Engineer,9/19,9/22,ML Engineer,4/11,9/11,N/A,N/A,N/A
2488,SUNY Binghamton University,2.1000000000000005,Masters,New York City,M,1,0,1,1,Lawyer,8/22,12/22,Lawyer,8/22,9/22,Bus Driver,2/20,2/22
2489,Columbia University,3.5000000000000018,Masters,New York City,F,0,0,N/A,1,Senior SWE,3/21,3/22,Junior SWE,9/14,9/18,Chef,8/21,9/21
2490,SUNY Binghamton University,3.400000000000002,Bachelors,Detroit,N/A,N/A,1,1,2,Senior SWE,7/15,7/17,N/A,N/A,N/A,N/A,N/A,N/A
2491,Rhode Island School of Design,1.2,Phd,New York City,F,N/A,0,N/A,0,Senior SWE,12/21,N/A,Bus Driver,4/20,4/21,Data scientist,10/10,10/17
2492,Providence College,3.5000000000000018,Bachelors,Chicago,F,N/A,1,1,3,Senior SWE,9/16,9/22,N/A,N/A,N/A,N/A,N/A,N/A
2493,SUNY New Paltz,1.3,Masters,Washington D.C.,N/A,1,1,N/A,4,ML Engineer,6/10,6/22,Data scientist,3/16,3/20,ML Engineer,12/17,12/19
2494,Providence College,3.900000000000002,Masters,Detroit,M,N/A,0,N/A,3,Data scientist,2/13,2/16,Junior SWE,3/18,6/18,Bus Driver,7/14,7/15
2495,Brown University,2.3000000000000007,Phd,Providence,F,1,1,0,2,Bus Driver,4/22,7/22,Junior SWE,7/16,7/17,Data scientist,11/16,11/17
2496,Columbia University,1.2,Phd,Miami,N/A,0,0,1,2,Bus Driver,3/10,3/18,Lawyer,12/17,12/19,Junior SWE,4/18,4/21
2497,Rhode Island School of Design,3.900000000000002,Masters,Providence,F,0,0,0,3,Data scientist,7/18,7/19,N/A,N/A,N/A,N/A,N/A,N/A
2498,Rhode Island School of Design,2.200000000000001,Masters,Detroit,M,N/A,0,1,0,Data scientist,6/20,12/20,Junior SWE,5/11,5/15,Senior SWE,1/11,1/17
2499,Rhode Island School of Design,2.3000000000000007,Phd,Miami,M,1,0,0,1,Data scientist,2/21,9/21,ML Engineer,12/12,12/16,Data scientist,4/15,4/17
2500,Colgate University,3.5000000000000018,Phd,Detroit,M,N/A,1,N/A,0,Lawyer,10/15,10/18,N/A,N/A,N/A,N/A,N/A,N/A
2501,Brown University,2.4000000000000012,Masters,Boston,N/A,1,0,0,2,Junior SWE,9/11,9/19,N/A,N/A,N/A,N/A,N/A,N/A
2502,Columbia University,3.0000000000000018,Bachelors,New York City,N/A,1,0,0,4,Data scientist,11/16,11/22,N/A,N/A,N/A,N/A,N/A,N/A
2503,Rhode Island School of Design,2.500000000000001,Phd,Boston,M,1,1,0,0,Chef,6/16,N/A,Chef,4/18,4/19,Senior SWE,11/13,11/21
2504,Bentley University,1.6000000000000003,Masters,New York City,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2505,SUNY New Paltz,2.3000000000000007,Masters,Boston,N/A,N/A,0,1,4,Data scientist,1/18,1/22,N/A,N/A,N/A,N/A,N/A,N/A
2506,Columbia University,1.5000000000000002,Masters,Miami,F,1,0,0,4,Junior SWE,5/14,5/21,Bus Driver,8/21,10/21,Senior SWE,9/21,11/21
2507,SUNY Binghamton University,3.5000000000000018,Bachelors,Chicago,N/A,N/A,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2508,Columbia University,1.7000000000000004,Phd,Detroit,M,0,1,N/A,2,Data scientist,4/20,11/20,Chef,5/12,5/16,Senior SWE,11/22,12/22
2509,Bentley University,3.200000000000002,Phd,Providence,M,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2510,Brown University,3.3000000000000016,Phd,New York City,N/A,N/A,1,N/A,4,ML Engineer,5/17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2511,Bentley University,3.400000000000002,Bachelors,Washington D.C.,M,N/A,0,N/A,1,Lawyer,12/18,12/19,Bus Driver,9/22,10/22,Bus Driver,7/22,9/22
2512,SUNY Binghamton University,3.400000000000002,Bachelors,New York City,F,1,1,N/A,0,Senior SWE,1/16,N/A,Bus Driver,12/15,12/18,Data scientist,8/18,8/21
2513,Bentley University,1.8000000000000005,Bachelors,Providence,M,N/A,0,N/A,1,ML Engineer,8/23,10/23,N/A,N/A,N/A,N/A,N/A,N/A
2514,Bentley University,3.6000000000000023,Phd,Washington D.C.,M,N/A,1,1,2,ML Engineer,7/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2515,Brown University,3.5000000000000018,Phd,Washington D.C.,N/A,N/A,0,0,1,Data scientist,10/18,10/21,Junior SWE,1/15,1/21,Chef,7/11,7/16
2516,Colgate University,3.400000000000002,Masters,Washington D.C.,N/A,N/A,0,N/A,0,Lawyer,3/21,3/22,Data scientist,12/18,12/21,Lawyer,7/21,7/22
2517,SUNY Binghamton University,3.1000000000000014,Phd,Providence,F,0,1,1,1,ML Engineer,1/19,4/19,Data scientist,9/15,9/19,Junior SWE,4/17,4/22
2518,Colgate University,4.000000000000003,Bachelors,New York City,N/A,1,0,N/A,2,Junior SWE,5/18,5/22,N/A,N/A,N/A,N/A,N/A,N/A
2519,Rhode Island School of Design,2.200000000000001,Bachelors,Detroit,N/A,0,0,N/A,4,Chef,1/14,1/16,Bus Driver,9/11,10/11,Lawyer,12/22,1/23
2520,Columbia University,1.3,Masters,Miami,N/A,N/A,0,0,0,Bus Driver,11/19,11/20,Data scientist,9/21,12/21,N/A,N/A,N/A
2521,Rhode Island School of Design,1.5000000000000002,Phd,Providence,N/A,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2522,Providence College,3.8000000000000025,Phd,Los Angeles,M,N/A,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2523,Brown University,1.2,Phd,Boston,F,1,1,N/A,0,Data scientist,3/19,3/20,ML Engineer,10/15,10/21,Data scientist,11/14,11/21
2524,Brown University,3.1000000000000014,Bachelors,New York City,N/A,1,0,N/A,2,Senior SWE,4/20,12/20,Bus Driver,11/18,11/20,Lawyer,9/23,11/23
2525,Bentley University,3.900000000000002,Masters,Providence,F,1,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2526,SUNY Binghamton University,3.700000000000002,Masters,Chicago,F,1,1,N/A,0,Chef,11/11,11/17,Junior SWE,2/20,2/22,Chef,9/17,9/18
2527,SUNY New Paltz,3.200000000000002,Bachelors,Washington D.C.,N/A,N/A,0,1,1,ML Engineer,10/13,10/19,Data scientist,6/10,6/22,Data scientist,1/16,1/22
2528,SUNY New Paltz,3.5000000000000018,Bachelors,Miami,M,N/A,0,1,2,Junior SWE,8/19,8/21,Data scientist,2/15,2/20,Senior SWE,10/23,11/23
2529,Colgate University,3.1000000000000014,Masters,Chicago,F,1,1,1,4,ML Engineer,3/19,3/22,Lawyer,12/19,12/20,Lawyer,4/13,4/21
2530,SUNY Binghamton University,2.9000000000000012,Bachelors,Providence,N/A,N/A,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2531,Columbia University,3.400000000000002,Masters,New York City,M,1,0,N/A,1,Lawyer,12/21,1/22,Lawyer,6/17,6/18,Junior SWE,5/14,9/14
2532,Brown University,1.5000000000000002,Phd,Miami,N/A,1,1,N/A,2,Senior SWE,9/15,10/15,Chef,7/17,7/21,N/A,N/A,N/A
2533,SUNY New Paltz,2.700000000000001,Bachelors,Chicago,F,N/A,1,1,3,Lawyer,1/18,N/A,Junior SWE,12/15,12/16,N/A,N/A,N/A
2534,Providence College,2.200000000000001,Bachelors,Providence,N/A,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2535,Colgate University,1.7000000000000004,Bachelors,Miami,F,0,0,N/A,1,Senior SWE,7/13,7/18,Chef,5/21,5/22,Data scientist,2/16,2/21
2536,Columbia University,3.5000000000000018,Phd,Chicago,F,1,0,1,2,Junior SWE,3/14,3/19,Junior SWE,4/12,4/17,Lawyer,9/10,9/20
2537,Rhode Island School of Design,3.1000000000000014,Bachelors,Detroit,M,0,1,0,4,Chef,7/18,7/20,N/A,N/A,N/A,N/A,N/A,N/A
2538,Brown University,3.6000000000000023,Masters,Los Angeles,F,0,1,N/A,4,Chef,1/20,1/21,N/A,N/A,N/A,N/A,N/A,N/A
2539,SUNY Binghamton University,3.0000000000000018,Bachelors,Chicago,M,0,0,N/A,0,Junior SWE,3/20,3/21,Chef,4/21,12/21,ML Engineer,7/18,11/18
2540,Columbia University,1.8000000000000005,Phd,Miami,M,0,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2541,SUNY Binghamton University,2.500000000000001,Phd,Los Angeles,N/A,0,0,0,2,Lawyer,2/17,2/18,Senior SWE,4/22,7/22,Junior SWE,5/16,5/21
2542,SUNY Binghamton University,2.6000000000000014,Masters,Chicago,F,1,0,N/A,4,Lawyer,12/21,12/22,Data scientist,5/15,5/18,Lawyer,1/16,1/21
2543,Rhode Island School of Design,3.400000000000002,Phd,New York City,F,0,1,0,0,Data scientist,9/22,12/22,Junior SWE,12/22,1/23,Lawyer,7/19,11/19
2544,SUNY New Paltz,3.0000000000000018,Phd,Boston,N/A,N/A,1,N/A,2,Senior SWE,8/11,8/22,Junior SWE,7/17,7/18,Lawyer,2/11,5/11
2545,Brown University,1.5000000000000002,Masters,Chicago,F,N/A,1,0,2,Senior SWE,2/15,2/22,Data scientist,7/13,7/16,Bus Driver,10/13,10/15
2546,Colgate University,1.9000000000000006,Bachelors,Los Angeles,M,0,1,0,4,Chef,11/11,11/16,Lawyer,7/23,11/23,Bus Driver,11/10,11/21
2547,SUNY Binghamton University,3.0000000000000018,Masters,Washington D.C.,N/A,1,0,0,4,Senior SWE,4/11,N/A,Senior SWE,2/12,2/13,Chef,10/22,11/22
2548,Brown University,1.5000000000000002,Masters,Los Angeles,M,0,0,1,1,Senior SWE,2/17,2/22,Senior SWE,1/11,1/13,N/A,N/A,N/A
2549,Columbia University,3.8000000000000025,Phd,Washington D.C.,F,1,1,0,2,ML Engineer,9/21,9/22,Junior SWE,6/20,6/22,Senior SWE,3/13,3/18
2550,Columbia University,1.7000000000000004,Masters,Providence,M,1,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2551,Rhode Island School of Design,3.900000000000002,Phd,Chicago,N/A,1,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2552,Columbia University,2.4000000000000012,Phd,Detroit,M,0,0,1,3,Chef,3/15,3/16,Senior SWE,3/22,5/22,Senior SWE,10/11,10/22
